Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type
100026,NIT-01/2025-26/GROUP02/NPKHIZARSAI,Construction of Drain with cover from Mahfuj Alam house to Sadhu ji Kutiya at Ward No. 02 under Nagar Panchayat Khizersarai,Construction of Drain with cover from Mahfuj Alam house to Sadhu ji Kutiya at Ward No. 02 under Nagar Panchayat Khizersarai,1169588.0,INR,INR,2025-05-16 07:32:24+00:00,2025-05-15T12:09:02.285000+00:00,2025-08-22T06:51:57+00:00,Ansul Pandey,Executive Officer Khizersarai,Nagar Panchayat Khizersarai,Office Nagar Panchayat Khizersarai,Ansul Pandey,Nagar Panchayat Khizersarai,Nagar Panchayat Khizersarai,23400.0,2500.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Immediate Measures
100006,Buidco/Bankipur/05/2025-26 (G-1,Construction f PCC/RCC Road and drain/nala from Ashutosh day to dinesh yadav in Bihari saw lane in ward No.-42 under Bankipur Anchal Patna,Construction f PCC/RCC Road and drain/nala from Ashutosh day to dinesh yadav in Bihari saw lane in ward No.-42 under Bankipur Anchal Patna,803700.0,INR,INR,2025-05-15 10:03:57+00:00,2025-05-15T09:55:22.287000+00:00,2025-11-24T07:45:48+00:00,Vijay Kr PD Bankipur,Project Director,Bihar Urban Infrastructure Development Corporation Ltd.,"Bankipur, Patna",Vijay kr PD Bankipur,Project Director,Bihar Urban Infrastructure Development Corporation Ltd.,16100.0,11800.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 2, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Others
100010,NIT No.-01/ 2025-26 Gr.- .02,Construction work of drain and PCC road from Parmeshwar Sada's house to Maheshwar Sada's house in ward no. 2 under Nagar Panchayat Simrahi area.,Construction work of drain and PCC road from Parmeshwar Sada's house to Maheshwar Sada's house in ward no. 2 under Nagar Panchayat Simrahi area.,890900.0,INR,INR,2025-05-16 07:08:40+00:00,2025-05-15T10:16:41.800000+00:00,2025-05-28T11:12:28+00:00,Veena Vaishali (EO Simrahi),Executive Officer,Urban Development and Housing Department -> SIMRAHI NAGAR PANCHAYAT,Nagar Panchayat Simrahi,Veena Vaishali (EO Simrahi),Executive Officer,Urban Development and Housing Department -> SIMRAHI NAGAR PANCHAYAT,17900.0,1250.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Immediate Measures
100038,NPKORHA-NIT/01-2025-26 GR-01,Detailed Estimate for Construction of RCC Drain in ward No.05 of Nagar panchayat Korha Katihar from The Shop Of Raj Mobile to Gerabari Chowk.,Detailed Estimate for Construction of RCC Drain in ward No.05 of Nagar panchayat Korha Katihar from The Shop Of Raj Mobile to Gerabari Chowk.,3510249.0,INR,INR,2025-05-16 06:33:28+00:00,2025-05-16T05:58:31.890000+00:00,2025-06-26T11:29:08+00:00,EXECUTIVE OFFICER NP KORHA,EXECUTIVE OFFICER NP KORHA,NAGAR PANCHAYAT KORHA,KORHA KATIHAR,EXECUTIVE OFFICER NP KORHA,EXECUTIVE OFFICER NP KORHA,NAGAR PANCHAYAT KORHA,70205.0,5000.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Immediate Measures
100008,Buidco/Bankipur/05/2025-26 (G-2,Construction f PCC/RCC Road and drain/nala from pramod kumar yadav to jay Shankar sahni in ward No.-40 under Bankipur Anchal Patna,Construction f PCC/RCC Road and drain/nala from pramod kumar yadav to jay Shankar sahni in ward No.-40 under Bankipur Anchal Patna,743900.0,INR,INR,2025-05-15 10:13:25+00:00,2025-05-15T10:07:41.391000+00:00,2025-11-24T07:52:47+00:00,Vijay Kr PD Bankipur,Project Director,Bihar Urban Infrastructure Development Corporation Ltd.,"Bankipur, Patna",Vijay kr PD Bankipur,Project Director,Bihar Urban Infrastructure Development Corporation Ltd.,14800.0,11800.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 2, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Others
100051,NIT-01/2025-26/GROUP03/NPKHIZARSAI,Construction of Drain with cover from Rest Part of Rajkeshwar Singh filed via pool to Lodipur Pyne at Ward No. 03 under Nagar Panchayat Khizersarai,Construction of Drain with cover from Rest Part of Rajkeshwar Singh filed via pool to Lodipur Pyne at Ward No. 03 under Nagar Panchayat Khizersarai,1169588.0,INR,INR,2025-05-16 07:40:23+00:00,2025-05-16T07:32:42.694000+00:00,2025-08-22T08:52:04+00:00,Ansul Pandey,Executive Officer Khizersarai,Nagar Panchayat Khizersarai,Office Nagar Panchayat Khizersarai,Ansul Pandey,Nagar Panchayat Khizersarai,Nagar Panchayat Khizersarai,23600.0,2500.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Immediate Measures
100053,NIT-01/2025-26/GROUP04/KHIZARSARAI,Construction of Drain with cover from Shambhu Singh house to Rauniya Pyne at Ward No. 04 under Nagar Panchayat Khizersarai,Construction of Drain with cover from Shambhu Singh house to Rauniya Pyne at Ward No. 04 under Nagar Panchayat Khizersarai,1169588.0,INR,INR,2025-05-16 08:01:28+00:00,2025-05-16T07:46:19.974000+00:00,2025-08-22T09:00:16+00:00,Ansul Pandey,Executive Officer Khizersarai,Nagar Panchayat Khizersarai,Office Nagar Panchayat Khizersarai,Ansul Pandey,Nagar Panchayat Khizersarai,Nagar Panchayat Khizersarai,23400.0,2500.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Immediate Measures
100064,Re Tender NIT NO-09/2025-26/NALANDA SL-01,CONSTRUCTION OF ROAD AND DRAIN FROM SORABIPAR HOUSE OF ANUJ RAWAT TO RWD ROAD VIA HOUSE OF MUKESH RAVIDAS IN WARD NO-51 UNDER NAGAR NIGAM BIHARSHARIF.,CONSTRUCTION OF ROAD AND DRAIN FROM SORABIPAR HOUSE OF ANUJ RAWAT TO RWD ROAD VIA HOUSE OF MUKESH RAVIDAS IN WARD NO-51 UNDER NAGAR NIGAM BIHARSHARIF.,3228313.0,INR,INR,2025-05-16 09:13:31+00:00,2025-05-16T09:05:07.487000+00:00,2025-06-28T11:44:18+00:00,CHANDRADEEP KUMAR,Project Director BUIDCO Nalanda,Bihar Urban Infrastructure Development Corporation Ltd.,In front of DRDA campus near collectorate Nalanda,CHANDRADEEP KUMAR,PROJECT DIRECTOR NALANDA,Bihar Urban Infrastructure Development Corporation Ltd.,64567.0,11800.0,590.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Others
100069,Re Tender NIT NO-10/2025-26/NALANDA SL-06,CONSTRUCTION OF ROAD AND DRAIN FROM  MAIN ROAD NEAR HOUSE OF SANJAY SAW UPTO HOUSE OF LATE LALLU YADAV NIRMAL BIGHA VIA VARSHIYAWA WATER TANK MOHMADPUR UNDER NAGAR PANCHAYAT EKANGARSARAI.,CONSTRUCTION OF ROAD AND DRAIN FROM  MAIN ROAD NEAR HOUSE OF SANJAY SAW UPTO HOUSE OF LATE LALLU YADAV NIRMAL BIGHA VIA VARSHIYAWA WATER TANK MOHMADPUR UNDER NAGAR PANCHAYAT EKANGARSARAI.,18412413.0,INR,INR,2025-05-16 09:29:42+00:00,2025-05-16T09:24:58.015000+00:00,2025-08-05T09:55:06+00:00,CHANDRADEEP KUMAR,Project Director BUIDCO Nalanda,Bihar Urban Infrastructure Development Corporation Ltd.,In front of DRDA campus near collectorate Nalanda,CHANDRADEEP KUMAR,PROJECT DIRECTOR NALANDA,Bihar Urban Infrastructure Development Corporation Ltd.,368249.0,17700.0,3540.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Others
100058,Buidco/Bankipur/04/2025-26 (G-5,"Construction of PCC Road and drain nala in from Mahavir colony/Mahavir mandir to laddu gopal tal via durga mandir in ward no. 47 under Bankipur anchal, Patna","Construction of PCC Road and drain nala in from Mahavir colony/Mahavir mandir to laddu gopal tal via durga mandir in ward no. 47 under Bankipur anchal, Patna",8767300.0,INR,INR,2025-05-16 08:25:23+00:00,2025-05-16T08:20:29.010000+00:00,2025-05-26T14:56:46+00:00,Vijay Kr PD Bankipur,Project Director,Bihar Urban Infrastructure Development Corporation Ltd.,"Bankipur, Patna",Vijay kr PD Bankipur,Project Director,Bihar Urban Infrastructure Development Corporation Ltd.,175300.0,17700.0,3540.0,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'nala': 2, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",,,False,True,Others
