object_id,Others_tenders_awarded_value
10-209-01116,2219188.0
10-211-01135,5916616.0
10-213-01161,225468000.0
10-217-01224,31680000.0
10-218-01230,11677500.0
10-219-01262,31104061.0
10-220-01278,76174432.0
10-226-01358,23349122.0
10-228-01374,6391391.0
10-230-01403,18242000.0
10-230-01410,61707513.0
10-230-01417,1914550658.0
10-234-01468,34425471.0
10-234-01471,19357728.0
10-234-01475,7101145.0
10-235-01481,541405700.0
10-236-01489,3266280.0
10-236-01504,102173038.0
10-238-01527,17431466.0
10-240-01542,216715500.0
