vilnam_soi
CHETU BIGAHAR
MASAUNDHA
ADMA
CHHOTAKI SIMRI
ABDULPUR
ABDULPUR
ACHALU
ACHUKI
ADHAURA
ADHIYAN KHAP
ADMA RASTIPUR
ADRI
AGINI
AHIAPUR
AHIRARI
AHIYAPUR
AHMADPUR
AJANIA
AJHO
AKAUNA
AKAUNI BIGHA
AKONI
AKORHA
AKORHA
AKORHI
ALAMPUR
ALARPUR
ALPA
AMDIHA
AMILAUNA
AMJHAR
ANANDPURA
ANANDUA
ANCHCHHA
ANDARI
DESPUR
ANGRAHI
ANHKUPA
ANJANIA
ANJANIAN
ANKORHA
ANKURI
ANTI
ANWARI
APKI
ARAI
ARAIKHOP
ARANAGAR
ARAZI SOHRAIYA
ARAZIPANTI
ARJUN DIGHA
ARRI
ARTHUA
ASAMPUR
ASIARI
ASKHAP
ASNI
AT
ATRAULI
ATRAULI
ATRAUTIBANWAN
AURANGABAD
AURAWAN
AZ RAKBE SOHRAIYA
AZAN
BAB HANDIH
BABHANDIHA
BADDOPUR
BAGAIYA
BAGHA
BAGHAI KHURD
BAGHAIKALAN
BAGHAKOL
BAGHAKOL
BAGHAURA
BAGHOI
BAHERA
BAHORI
BAIDAHI
BAIJAL
BAIJALPUR
BAIRAWAN
BAJOI
BAJRAUN
BAKAN
DIHWA
BAKHARI
BAKHTIARPUR
BAKOKHAR
BAKSAR
BAKTUA
BALABIGHA
BALAR
BALIA
BALIGAWAN
BALKARHA
BALLI BIGAHA
BANIAN
BALMHA
BALSARA
BALUGANJ
BALWAN
BANAHRA
BANAURA
BANCHAR
BANCHAR BAGRA
BANDHUA
BANDRA
BANHARA
BANIA
BANKA
BANOKHA
BANOTRA SAID
BANRA
BANSEKHAP
BANUA
BANUA KHAIRA
BAR PISANI
BARA
BARA G.P.
BARAHAR
BARAHDA RAMPUR
BARAHI
BARAHIPUR
BARAHRA
BARAI KHAP
BARAKHURD
BARAWAN
BARDIH KHURD
BAREM G.P.
BARGAWAN
BARHETA
BARHNA
BARWAN
BARIAWAN
BARIMAL
BARIYAWAN
BARKI PARHI
BARKI REGANIA
BARMAN
BARPA
BARUN
BARUNA
BARWA
BARWAN
BARWAN
BASANT
BASANTPUR
BASAR BIGHA
BASAT
BASDIHA KALAN
BASDIHA KHURD
BASDIHAGOPAL
BASO BIGAHA
BASRI
BASWANPUR
BATASPUR
BATURI
BAUNR
BAZIDPUR KHURD
BEDAULI
BEDAULIYA
BEDLI
BEGHASOTI
BEHRAJ
BEHUTI
BEL
BELARHIA
BELARU
BELASPUR
BETULA
BELAUTI
BELI
BELO
BELWA
BENDEA
BENGAHI
BENI
BENI GANJHAR
BERHATA
BERHNA
BERKA
BETIHARI
BHADKARA
BHADOKHAR
BHADUKI
BHADUKI KALAN
BHADWA
BHAGHTANA
BHAGLI
BHAGNAHA
BHAGWANPUR
BHAIROPUR
BHAJU KHAIRA
BHAKHARUA
BHALUA
BHELWA
BHALUAHI
BHALUHAR
BHALUWAN
BHALUWARI
BHALUWARI KHURD
BHANDHRI
BHANKURA
BHARATH
BHARAUNDHA
BHARAUNDHI
BHARKUR
BHARTIPUR
BHELWANDI
BHARUP
BHARWAR
BHAT KHURHA
BHATANR
BHATAULIA
BHATULIA
BHATWA BAGHI
BHAUDIHA
BHAULI
BHAUNRA
BHAUTHAHI
BHAWANIPUR
BHED
BHELUHARA
BHERIA
BHERIYA
BHETANIPUR
BHETANIYAN
BHEWANRI
BHIKHANPURA
BHOPATPUR
BHOSGARH
BHUAPUR
BHUKHAN TENDUA
BHURKUNDA
BHURKURIYA
BICHKURWA
BIGHA
BIHIPUR
BIHRA
BIHTA
BIHTA
BIJAI
BIJAULI
BIJULIA
BINDULIYA
BIRAHRA
BIRAI NAWADIH
BIRUA
BISAMBHARPUR
BISHUNPUN
BISHUNPURA
BOGHAREWA
BUDHAI KAIAN
BUDHAI KHURD
BUDHAUL
BUDHUA
BUKKA
BULL BIGAHA
BUMRU
BURHIBAN
BUSA
CHAHUNTA
CHAINPUR
CHAINPUR G.P.
CHAINPURA
CHAINTOLA UDAM BIGHA
CHAKUA
CHAMANPUR
CHAMARDIHA
CHAMOTHA
CHAND BIGHA
CHANDA
CHATARA
CHANDA
CHANDAN BIGHA
CHANDARGARH
CHANDAUL
CHANDAUT
CHANDI
CHANDIL
CHANDOKHAR
CHANDOULI
CHANDPUR
CHANDPUR BHARAULIA
CHANDRI
CHATRA
CHANHAT
CHANKAP
CHANRRAHI
CHANTAR
CHAPRA
CHAPRI
CHAPRI
CHAPUK
CHAR KUPA
CHARAN KALAN
CHARKAWAN KASBA
CHAUBARA
CHAUKNA
CHAUNRI
CHAURAHI
CHAURAM
CHAURIA
CHAURIYA
CHECHARHI
CHECHARIA
CHEIN NAWADA
CHENWAN
CHERWA KHAP
CHETAN
CHETRO
CHHOTKI PARHI
CHHUCHHIA
CHICHMAHI
CHILHIAWAN
CHILKI
CHIRAILA
CHIRAILE
CHIRAILI
CHITARGOP
CHITARSARI
CHITRAUR KHAR
CHITWAR KHAP
CHORAHA
CHORAHI
CHURA
DABURA
DABURA KALAN
DABURA KHURD
DADAR
DADHPA
DADHPI
DADHPI
DAICHHA
DAMODARPUR
DAMUA
DANRWA
DANSI
