Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount
1377,NIT-06/2020-21/NPC,"Group 01 : DOOR-TO-DOOR SAGREGATED WASTE COLLECTION, ROAD SWIPPING, DRAIN CLEANING & OTHER SWM RELATED WORK IN ALL WARDS UNDER NAGAR PANCHAYAT CHANPATIA. (DETAIL OF WORK IS MENTIONED IN NIT)","Group 01 : DOOR-TO-DOOR SAGREGATED WASTE COLLECTION, ROAD SWIPPING, DRAIN CLEANING & OTHER SWM RELATED WORK IN ALL WARDS UNDER NAGAR PANCHAYAT CHANPATIA. (DETAIL OF WORK IS MENTIONED IN NIT)",0.0,INR,INR,2021-02-05 19:47:35+00:00,2020-08-06T10:20:38.237000+00:00,2021-02-16T19:13:03+00:00,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT CHANPATIA,"CHANPATIA, WEST CHAMPARAN, BIHAR",SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT CHANPATIA,25000.0,2500.0,590.0
5108,40/PR/BSPTCL/2020,Construction of 220 KV double circuit transmission line from GSS Begusarai to IOCL Barauni Refinery partly on monopole tower and shifting of 4 nos. of 220 KV Towers of existing transmission line required for M/s IOCL on M/C monopole Towers,Construction of 220 KV double circuit transmission line from GSS Begusarai to IOCL Barauni Refinery partly on monopole tower and shifting of 4 nos. of 220 KV Towers of existing transmission line required for M/s IOCL on M/C monopole Towers,399072167.0,INR,INR,2021-02-10 08:08:53+00:00,2020-09-23T08:20:53.451000+00:00,2021-03-26T08:43:06+00:00,"NAYEEM AHMAD, E.E.E (PROJECT-1, HEAD QUARTER)",EEE,BIHAR STATE POWER TRANSMISSION COMPANY LTD.,"4TH FLOOR, VIDYUT BHAWAN PATNA",CHIEF ENGINEER PROJECT-1,CE (Project-1),BIHAR STATE POWER TRANSMISSION COMPANY LTD.,3990000.0,11800.0,5900.0
5148,NIT17/2020-21/SUH-01/20,CONSTRUCTION OF 50 BEDDED RCC MODEL BUILDING OF URBAN SHELTER FOR HOMELESS under Nagar Parishad Aurangabad.,CONSTRUCTION OF 50 BEDDED RCC MODEL BUILDING OF URBAN SHELTER FOR HOMELESS under Nagar Parishad Aurangabad.,5893232.0,INR,INR,2021-02-20 11:38:03+00:00,2020-09-24T08:21:40.332000+00:00,2021-03-04T07:05:11+00:00,Executive Officer Aurangabad,Executive Officer Aurangabad,Municipal council Aurangabad,"Block More, Aurangabad",Ajeet Kumar,"Executive Officer, Nagar Parishad Aurangabad",Aurangabad Nagar Parishad,132000.0,10000.0,590.0
6963,NIT NO. 06/2020-21 FORBESGANJ GR-02,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 04 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 04 at Nagar Parishad Forbesganj in 2020-21,6562304.0,INR,INR,2021-02-09 09:25:06+00:00,2021-01-06T16:10:49.573000+00:00,2021-03-05T09:11:04+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,131300.0,10000.0,590.0
6964,NIT NO. 06/2020-21 FORBESGANJ GR-03,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 05 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 05 at Nagar Parishad Forbesganj in 2020-21,7011391.0,INR,INR,2021-02-09 09:21:41+00:00,2021-01-06T16:15:02.467000+00:00,2021-02-24T11:31:00+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,140300.0,10000.0,3540.0
6965,NIT NO. 06/2020-21 FORBESGANJ GR-04,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 07 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 07 at Nagar Parishad Forbesganj in 2020-21,6915381.0,INR,INR,2021-02-09 09:18:04+00:00,2021-01-06T16:17:48.573000+00:00,2021-02-24T11:31:00+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,138400.0,10000.0,590.0
6966,NIT NO. 06/2020-21 FORBESGANJ GR-05,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 14 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 14 at Nagar Parishad Forbesganj in 2020-21,7745379.0,INR,INR,2021-02-09 09:13:55+00:00,2021-01-06T16:20:52.762000+00:00,2021-03-05T08:57:16+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,155000.0,10000.0,3540.0
6967,NIT NO. 06/2020-21 FORBESGANJ GR-06,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 16 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 16 at Nagar Parishad Forbesganj in 2020-21,6936134.0,INR,INR,2021-02-09 09:08:19+00:00,2021-01-06T16:23:39.595000+00:00,2021-03-05T08:18:57+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,138800.0,10000.0,590.0
6968,NIT NO. 06/2020-21 FORBESGANJ GR-07,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 18 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 18 at Nagar Parishad Forbesganj in 2020-21,7070295.0,INR,INR,2021-02-09 09:00:59+00:00,2021-01-06T16:26:40.552000+00:00,2021-02-24T11:31:00+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,141500.0,10000.0,3540.0
6969,NIT NO. 06/2020-21 FORBESGANJ GR-08,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 20 at Nagar Parishad Forbesganj in 2020-21,Detailed estimate for construction of Supplying of Driking Water for 500 House Hold in Ward N0- 20 at Nagar Parishad Forbesganj in 2020-21,7400878.0,INR,INR,2021-02-09 08:55:21+00:00,2021-01-06T16:30:12.550000+00:00,2021-03-05T08:13:16+00:00,"EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,"WARD NO. 06 FORBESGANJ, DIST- ARARIA, BIHAR, PIN-854318","EXECUTIVE OFFICER, FORBESGANJ",EO,NAGAR PARISHAD FORBESGANJ,148100.0,10000.0,3540.0
