Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount
25465,07/E/WSD/2022/PMC/02,"Laying HDPE extension pipe line in Gaya Line, Bhagwan Road, Kacharia Gali, Chatra Sangh Lane, Shayam Sunder Lane and Durga Mandir, Maharpur at Ward No. 19..","Laying HDPE extension pipe line in Gaya Line, Bhagwan Road, Kacharia Gali, Chatra Sangh Lane, Shayam Sunder Lane and Durga Mandir, Maharpur at Ward No. 19..",2379535.0,INR,INR,2022-09-03 18:04:52+00:00,2022-09-02T14:29:37.786000+00:00,2023-04-06T11:11:31+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",47600.0,5000.0,590.0
25467,01/2022-23/trv,"Agency Selection for Door to Door Holding Survey, Trade License Survey and Demand Determination work & Work to develop property tax management system software for recovery of outstanding and ongoing demand and necessary training and capacity building work for tax collectors in  Nagar Parishad Triveniganj","Agency Selection for Door to Door Holding Survey, Trade License Survey and Demand Determination work & Work to develop property tax management system software for recovery of outstanding and ongoing demand and necessary training and capacity building work for tax collectors in  Nagar Parishad Triveniganj",0.0,INR,INR,2022-09-02 15:04:05+00:00,2022-09-02T14:44:46.457000+00:00,2022-11-22T07:10:16+00:00,Raj Sahil,E O Triveniganj,NAGAR PARISHAD TRIVENIGANJ,NAGAR PARISHAD TRIVENIGANJ,Raj Sahil,E O Triveniganj,NAGAR PARISHAD TRIVENIGANJ,100000.0,5000.0,590.0
25463,2/2022-23/pipra,"Agency Selection for Door to Door Holding Survey, Trade License Survey and Demand Determination work & Work to develop property tax management system software for recovery of outstanding and ongoing demand and necessary training and capacity building work for tax collectors in Nagar Panchayat Pipra","Agency Selection for Door to Door Holding Survey, Trade License Survey and Demand Determination work & Work to develop property tax management system software for recovery of outstanding and ongoing demand and necessary training and capacity building work for tax collectors in Nagar Panchayat Pipra",0.0,INR,INR,2022-09-02 14:16:25+00:00,2022-09-02T13:34:47.318000+00:00,2023-01-10T09:57:53+00:00,Priyanka Kumari,EXECUTIVE OFFICER PIPRA,Nagar Panchyat Pipra (Priyanka Kumari),Pipra,Priyanka Kumari,EXECUTIVE OFFICER PIPRA,EXECUTIVE OFFICER PIPRA,100000.0,5000.0,590.0
25461,NIT No. 33/PR/BSPTCL/2022,"Design, manufacture, testing, supply and delivery of 11 nos. of CT/PT/CVT Test Kit","Design, manufacture, testing, supply and delivery of 11 nos. of CT/PT/CVT Test Kit",30797520.0,INR,INR,2022-09-02 12:56:37+00:00,2022-09-02T10:51:14.581000+00:00,2023-07-24T10:26:22+00:00,MADHU PRIYA,ELECTRICAL EXECUTIVE ENGINEER,BSPTCL,VIDYUT BHAWAN PATNA,BHUPENDRA NATH SINGH,ESE,BSPTCL,616000.0,11800.0,5900.0
25464,07/E/WSD/2022/PMC/01,"House to house connection in New Glass Kendra, Back Side of R.B.I., Dwarika Nath Lane etc. at Ward No. 37..","House to house connection in New Glass Kendra, Back Side of R.B.I., Dwarika Nath Lane etc. at Ward No. 37..",866900.0,INR,INR,2022-09-03 18:03:05+00:00,2022-09-02T14:18:33.721000+00:00,2022-09-27T09:43:03+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",17400.0,1250.0,590.0
25469,07/E/WSD/2022/PMC/05,Extension of pipe line and house to house connection in Khan Mirza at Ward No. 51..,Extension of pipe line and house to house connection in Khan Mirza at Ward No. 51..,2168722.0,INR,INR,2022-09-04 02:19:39+00:00,2022-09-02T15:04:35.832000+00:00,2022-09-21T09:31:00+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",2168722.0,5000.0,590.0
25466,07/E/WSD/2022/PMC/03,Missing of pipe line in Nala Road in Shashi Palace to Arogya Mandir at Ward No. 42..,Missing of pipe line in Nala Road in Shashi Palace to Arogya Mandir at Ward No. 42..,612256.0,INR,INR,2022-09-03 18:06:25+00:00,2022-09-02T14:41:07.673000+00:00,2023-04-24T08:13:41+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",12300.0,1250.0,590.0
25471,07/E/WSD/2022/PMC/06,"Missing of pipe line in Rajendra Nagar, Road No. 13-B, Bahadurpur Sheesh Mahal Apartment at Ward No. 47..","Missing of pipe line in Rajendra Nagar, Road No. 13-B, Bahadurpur Sheesh Mahal Apartment at Ward No. 47..",1033920.0,INR,INR,2022-09-04 02:21:24+00:00,2022-09-02T15:14:31.589000+00:00,2023-04-06T11:48:10+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",20700.0,2500.0,590.0
25473,07/E/WSD/2022/PMC/07,Extension of pipe line in Tekari Road in Link Path at Ward No. 51..,Extension of pipe line in Tekari Road in Link Path at Ward No. 51..,1727619.0,INR,INR,2022-09-04 02:23:00+00:00,2022-09-02T15:29:05.291000+00:00,2022-09-21T09:31:00+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",34600.0,5000.0,590.0
25479,07/E/WSD/2022/PMC/13,Laying D.I. pipe missing link in Budha Colony at Ward No. 24..,Laying D.I. pipe missing link in Budha Colony at Ward No. 24..,515840.0,INR,INR,2022-09-06 10:40:16+00:00,2022-09-02T16:41:51.657000+00:00,2022-09-21T09:31:00+00:00,Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna","Patna Water Board, Road No 02, Miller High School, Beer Chand Patel Path, Patna",Sri Ramswarup Prasad,"EE, Water Supply Division, PMC, Patna","Water Supply Division, Patna Municipal Corporation, Patna",10400.0,1250.0,590.0
