Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount
84742,NIT-12/2024-25?GR01,"Executive Officer on behalf of SUPAUL NAGAR PARISHAD invites proposals For Selection of agencies for Recovery of Municipal Taxes, User Charges, fee etc at Nagar Parishad SUPAUL for revenue mapping & enhancement of delivery of ULB services.","Executive Officer on behalf of SUPAUL NAGAR PARISHAD invites proposals For Selection of agencies for Recovery of Municipal Taxes, User Charges, fee etc at Nagar Parishad SUPAUL for revenue mapping & enhancement of delivery of ULB services.",0.0,INR,INR,2025-02-04 08:50:36+00:00,2024-12-28T11:27:31.062000+00:00,2025-02-15T09:36:26+00:00,ARVIND KUMAR SINGH,Executive Offier Nagar Parishad Supaul,Nagar Parishad Supaul,Ward no 04 Near Bus Stand Supaul,ARVIND KUMAR SINGH,"Executive Officer ,N P Supaul",Nagar Parishad Supaul,20000.0,5000.0,590.0
85926,PHED/SUPAUL/NIT No-15/SBFe/2024-25/Group-01,"Design, Construction, Supply, Testing and commissioning of piped Water Supply Schemes for habitations left out under ""Har Ghar Nal Ka Jal"" Nischay in areas having ground water quality issues, with Electric/Solar Driven Pumps and IRON Removal Treatment Plant having Technology (Adsorption/ Nano Technology) of CSIR or certified by CSIR or any other Technology endorsed/ approved by GoI in the District of Supaul, Bihar on Turn-Key basis with 6 months Trial Run after Commissioning and Comprehensive Operation and Maintenance of 60 months after successful completion of Trial Run Period under Mukhyamantri Gramin Peyjal Nishchay Yojna (Quality Affected) under P.H.Division, Supaul.Supaul,  Panchayat-Bairiya, Ward No-1(C), 5(A), 6(A), 8(A), 10(A), Panchayat-Piprakhurd, Ward No-8(C), 10(C), 11(A), 12(A), Panchayat-Basbitti, Ward No-12(A), 13(A), 14(A), Panchayat-Bakor, Ward No-1(A), 2(A), 3(A), Panchayat-Ramdatpatti, Ward No-4(A), 6(A), 6(B), Panchayat-Karnpur, Ward No-1(A), 2(C), 10(A), 12(A), Panchayat-Sukhpur-Solhani, Ward No-3(A), 4(A), 7(A), 13(A), Panchayat-Balaha, Ward No-3(C), 8(A), 11(A), 14(A), Panchayat-Bairo, Ward No-3(A), 4(A), 5(A), 6(A),7(C),9(A), 13(C), Panchayat-Chainsinghpatti, Ward No-2(A),  13(C), Panchayat-Loudh, Ward No-1(A), 2(A), 5(A), Panchayat-Kariho, Ward No-1(A), 4(C), 9(A), Panchayat-Bina, Ward No-1(C), 1(D), 1(E), 7(A),  14(B), 14(C), Panchayat-Ekma, Ward No-1(C), 14(A), Panchayat-Goth Baruari, Ward No-1(A), 6(A), 12(A), Panchayat-Parsarma Parsouni, Ward No-9(D), 9(E), 13(A), Panchayat-Baruari, Ward No-14(A), Panchayat-Amaha, Ward No-1(A), 7(A), 11(A), 13(A), Panchayat-Hardi West, Ward No-1(A), 11(A), 11(B), Panchayat-Hardi Purav, Ward No-1(C), 1(D), 7(C), 10(A), 14(A), Panchayat-Malhani, Ward No-4(A), 6(A), 7(C), 10(C), Panchayat-Loukaha, Ward No-10(A),  12(A), Block-Kishanpur- Panchayat-Kathara Kadampura, Ward No-2(A), 7(A), 9(A), 11(A), 12(A), Panchayat-Kishanpur South, Ward No-9(A), Panchayat-Kishanpur North, Ward No-2(D), 2(E),  4(C), 6(E), 7(A), 7(B), 8(C), 10(A), 12(C), 13(C), Panchayat-Shivpuri, Ward No-4(A), 6(D), 6(E), 12(A), Panchayat-Parsamadho, Ward No-6(A), 9(A), 10(A), 10(B), 11(A), Panchayat-Karahaiya, Ward No-1(A), 6(A), 8(A), 10(C), 10(D), Panchayat-Mehasimar, Ward No-1(C), 6(A), 11(A), 13(A), Panchayat-Tulapatti, Ward No-1(A), 4(A), 6(A), 6(B), 9(A), 10(A), 10(B), 11(C), 11(D), Panchayat-Sukhasan, Ward No-1(A), 2(A), 2(B), 4(A), 5(A), 5(B), 7(A), 10(A), 10(B), 11(A), 12(A), 15(A), 18(A) , Panchayat-Maladh, Ward No-2(A), 3(A), 14(A), Panchayat-Andoli, Ward No-2(A), 7(A), 11(A), 13(A), Panchayat-Rajpur, Ward No-4(A), 7(A), 8(A),11(A), 12(A) Total 146 Scheme.","Design, Construction, Supply, Testing and commissioning of piped Water Supply Schemes for habitations left out under ""Har Ghar Nal Ka Jal"" Nischay in areas having ground water quality issues, with Electric/Solar Driven Pumps and IRON Removal Treatment Plant having Technology (Adsorption/ Nano Technology) of CSIR or certified by CSIR or any other Technology endorsed/ approved by GoI in the District of Supaul, Bihar on Turn-Key basis with 6 months Trial Run after Commissioning and Comprehensive Operation and Maintenance of 60 months after successful completion of Trial Run Period under Mukhyamantri Gramin Peyjal Nishchay Yojna (Quality Affected) under P.H.Division, Supaul.Supaul,  Panchayat-Bairiya, Ward No-1(C), 5(A), 6(A), 8(A), 10(A), Panchayat-Piprakhurd, Ward No-8(C), 10(C), 11(A), 12(A), Panchayat-Basbitti, Ward No-12(A), 13(A), 14(A), Panchayat-Bakor, Ward No-1(A), 2(A), 3(A), Panchayat-Ramdatpatti, Ward No-4(A), 6(A), 6(B), Panchayat-Karnpur, Ward No-1(A), 2(C), 10(A), 12(A), Panchayat-Sukhpur-Solhani, Ward No-3(A), 4(A), 7(A), 13(A), Panchayat-Balaha, Ward No-3(C), 8(A), 11(A), 14(A), Panchayat-Bairo, Ward No-3(A), 4(A), 5(A), 6(A),7(C),9(A), 13(C), Panchayat-Chainsinghpatti, Ward No-2(A),  13(C), Panchayat-Loudh, Ward No-1(A), 2(A), 5(A), Panchayat-Kariho, Ward No-1(A), 4(C), 9(A), Panchayat-Bina, Ward No-1(C), 1(D), 1(E), 7(A),  14(B), 14(C), Panchayat-Ekma, Ward No-1(C), 14(A), Panchayat-Goth Baruari, Ward No-1(A), 6(A), 12(A), Panchayat-Parsarma Parsouni, Ward No-9(D), 9(E), 13(A), Panchayat-Baruari, Ward No-14(A), Panchayat-Amaha, Ward No-1(A), 7(A), 11(A), 13(A), Panchayat-Hardi West, Ward No-1(A), 11(A), 11(B), Panchayat-Hardi Purav, Ward No-1(C), 1(D), 7(C), 10(A), 14(A), Panchayat-Malhani, Ward No-4(A), 6(A), 7(C), 10(C), Panchayat-Loukaha, Ward No-10(A),  12(A), Block-Kishanpur- Panchayat-Kathara Kadampura, Ward No-2(A), 7(A), 9(A), 11(A), 12(A), Panchayat-Kishanpur South, Ward No-9(A), Panchayat-Kishanpur North, Ward No-2(D), 2(E),  4(C), 6(E), 7(A), 7(B), 8(C), 10(A), 12(C), 13(C), Panchayat-Shivpuri, Ward No-4(A), 6(D), 6(E), 12(A), Panchayat-Parsamadho, Ward No-6(A), 9(A), 10(A), 10(B), 11(A), Panchayat-Karahaiya, Ward No-1(A), 6(A), 8(A), 10(C), 10(D), Panchayat-Mehasimar, Ward No-1(C), 6(A), 11(A), 13(A), Panchayat-Tulapatti, Ward No-1(A), 4(A), 6(A), 6(B), 9(A), 10(A), 10(B), 11(C), 11(D), Panchayat-Sukhasan, Ward No-1(A), 2(A), 2(B), 4(A), 5(A), 5(B), 7(A), 10(A), 10(B), 11(A), 12(A), 15(A), 18(A) , Panchayat-Maladh, Ward No-2(A), 3(A), 14(A), Panchayat-Andoli, Ward No-2(A), 7(A), 11(A), 13(A), Panchayat-Rajpur, Ward No-4(A), 7(A), 8(A),11(A), 12(A) Total 146 Scheme.",587221595.0,INR,INR,2025-02-07 03:16:45+00:00,2025-01-07T14:08:40.097000+00:00,2025-04-30T12:10:29+00:00,BIKASH KUMAR SINGH,"EXECUTIVE ENGINEER  PHED DIVISION,SUPAUL",PUBLIC HEALTH ENGINEERING DEPARTMENT,SUPAUL,DAYASHANKAR PRASAD,CHIEF ENGINEER (DESIGN),PUBLIC HEALTH ENGINEERING DEPT,6873000.0,10000.0,5900.0
87597,"GR-01/NIT-17/2024-25/LAEO/W.D., SAHARSA","Construction work of community building-cum-workshed in Jhada Panchayat Mahadalit Tola Ward No.-05 Mouza Jhada, Police Station No.-121, Khata No.-575, Khesra No.-2356, under Mahisi Block.","Construction work of community building-cum-workshed in Jhada Panchayat Mahadalit Tola Ward No.-05 Mouza Jhada, Police Station No.-121, Khata No.-575, Khesra No.-2356, under Mahisi Block.",2871609.0,INR,INR,2025-02-18 11:12:51+00:00,2025-01-16T13:47:55.305000+00:00,2025-08-25T07:28:53+00:00,RAM VARAN PASWAN,EXECUTIVE ENGINEER,Planning & Development Department,"Executive Engineer, L.A.E.O., W.D. ARARIA",Babban Prasad Singh,Superintending Engineer,PLANNING AND DEVELOPMENT LOCAL AREA ENGINEERING ORGANISATION,57500.0,5000.0,590.0
88757,"08/PHED/SKP/2024-25 /(R1 ),GR-01","Construction of 1 unit Tollet with septic tank in Anganwadi kendea under  P. H. Division
Sheikhpura,Distirct Sheikhpura 2024-25 (Total  no--124)","Construction of 1 unit Tollet with septic tank in Anganwadi kendea under  P. H. Division
Sheikhpura,Distirct Sheikhpura 2024-25 (Total  no--124)",4413100.0,INR,INR,2025-02-05 11:09:31+00:00,2025-01-21T10:09:41.925000+00:00,2025-02-08T11:28:34+00:00,MR SUNIL KUMAR DEEPAK,EE SHEIKHPURA,PHED SHEIKHPURA,NEAR JAKARAJ STHAN SHEIKHPURA,Ramashankar Singh,SE Munger,"PHE, Circle, Munger",90000.0,5000.0,590.0
89099,NIT NO- 03/2024-25 (GR-01),"Under Jal Jeevan Hariyali Yojana in Nagar Panchayat Naubatpur, renovation of pond/ghat near community platform in Veerpur Tola in Ward No. 03 and construction work of Pebhar block.","Under Jal Jeevan Hariyali Yojana in Nagar Panchayat Naubatpur, renovation of pond/ghat near community platform in Veerpur Tola in Ward No. 03 and construction work of Pebhar block.",3149742.0,INR,INR,2025-02-02 07:06:26+00:00,2025-01-24T10:28:31.717000+00:00,2025-05-10T06:18:19+00:00,RAUSHAN KUMAR RAUSHAN,EXECUTIVE OFFICER,NAGAR PANCHAYAT NAUBATPUR,NAGAR PANCHAYAT NAUBATPUR,BHAWESH KUMAR,"EXECUTIVE OFFICER, NP NAUBATPUR",NAGAR PANCHAYAT NAUBATPUR,63000.0,5000.0,590.0
89591,NIT No-  30/2024-25,"Repair & Painting of Gulab Rawat Nagar Bhawan, Gidhour, Jamui for the Year 2024-25","Repair & Painting of Gulab Rawat Nagar Bhawan, Gidhour, Jamui for the Year 2024-25",4487954.0,INR,INR,2025-02-13 10:38:28+00:00,2025-01-27T09:40:35.712000+00:00,2025-04-28T11:22:35+00:00,EXECUTIVE ENGINEER BUILDING DIVISION JAMUI,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER BUILDING DIVISION JAMUI,Superintending Engineer Building Circle Munger,Superintending Engineer,Building Construction Department,90000.0,5000.0,590.0
89783,NIT NO-16(GOB) BY YEAR 2024-25/1,"REPAIR WORK OF KITCHEN SHADE AT- BAPU M.S. DAYALPUR, MS LATTIPUR MUSHARI, P.S. NANKAR, K. P.S. GAURIPUR, BLOCK:- BIHPUR & MS RATANPURA, MS DHODIA, PS PASWAN TOLA DHODIA, G P S KATHELA, BLOCK-KHARIK & M.S. BIRBANNA YADAV TOLA, M.S. RAYPUR, MS GANAUL, PS MUSALIM TOLA MADHURAPUR, GPS MAJUMABAD, BLOCK- NARAYANPUR, & MS DHOLABAJJA, ADRESH MS NAUGACHIYA, KPS PAKRA, PS KHADI BHANDAR, BLOCK-NAUGACHHIA, DISTT.- BHAGALPUR","REPAIR WORK OF KITCHEN SHADE AT- BAPU M.S. DAYALPUR, MS LATTIPUR MUSHARI, P.S. NANKAR, K. P.S. GAURIPUR, BLOCK:- BIHPUR & MS RATANPURA, MS DHODIA, PS PASWAN TOLA DHODIA, G P S KATHELA, BLOCK-KHARIK & M.S. BIRBANNA YADAV TOLA, M.S. RAYPUR, MS GANAUL, PS MUSALIM TOLA MADHURAPUR, GPS MAJUMABAD, BLOCK- NARAYANPUR, & MS DHOLABAJJA, ADRESH MS NAUGACHIYA, KPS PAKRA, PS KHADI BHANDAR, BLOCK-NAUGACHHIA, DISTT.- BHAGALPUR",1634686.0,INR,INR,2025-02-10 07:38:27+00:00,2025-01-28T08:08:26.786000+00:00,2025-02-13T11:17:25+00:00,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",Bhagalpur,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",32694.0,5000.0,590.0
89789,NIT NO-16(GOB) BY YEAR 2024-25/7,"REPAIR WORK OF KITCHEN SHADE AT- 
A.M.S FULWARIA,M.S. PISTA,P.S. BIBIATOLA BAIJAINEE,M.S. BALUWACHAK,M.S. JAMGOAN,P.S. GOVINDPUR,M.S. TAHSUR,M.S. MOHADIPUR,M.S. BHAWANIPUR DESHRI,P.S. DHAWA, BLOCK-JAGDISHPUR, & MS BHIKANPUR,MS HARIJAN MS CHAMPANAGAR,MS HASANGANJ,MS MAHESHPUR,MS MASKAN BARARIPUR,MS KUTUBGANJ,MS ISHAKCHAK, BLOCK- NAGAR NIGAM, DISTT.-BHAGALPUR","REPAIR WORK OF KITCHEN SHADE AT- 
A.M.S FULWARIA,M.S. PISTA,P.S. BIBIATOLA BAIJAINEE,M.S. BALUWACHAK,M.S. JAMGOAN,P.S. GOVINDPUR,M.S. TAHSUR,M.S. MOHADIPUR,M.S. BHAWANIPUR DESHRI,P.S. DHAWA, BLOCK-JAGDISHPUR, & MS BHIKANPUR,MS HARIJAN MS CHAMPANAGAR,MS HASANGANJ,MS MAHESHPUR,MS MASKAN BARARIPUR,MS KUTUBGANJ,MS ISHAKCHAK, BLOCK- NAGAR NIGAM, DISTT.-BHAGALPUR",1260800.0,INR,INR,2025-02-10 08:08:36+00:00,2025-01-28T08:09:08.521000+00:00,2025-02-11T07:31:00+00:00,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",Bhagalpur,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",25216.0,2500.0,590.0
89784,NIT NO-16(GOB) BY YEAR 2024-25/2,"REPAIR WORK OF KITCHEN SHADE AT-NPS SAHUWASA, KMS GOVINDPUR, PS MAKARANDPUR, KMS ISHIPUR, MS NAYATOLA, MS GOKUL MATHURA, MS HARDEV CHAK, MS MAHESHPUR, PS HARISHPUR, PS LAKSHMINIA, PS KHOSALPUR, MS DURGAPUR, PS SHAMPUR LILKHUTIA, P.S.GORADIH, MS BABUPUR, PS FAUJDARI, BLOCK- PIRPAINTI, DISTT.-BHAGALPUR","REPAIR WORK OF KITCHEN SHADE AT-NPS SAHUWASA, KMS GOVINDPUR, PS MAKARANDPUR, KMS ISHIPUR, MS NAYATOLA, MS GOKUL MATHURA, MS HARDEV CHAK, MS MAHESHPUR, PS HARISHPUR, PS LAKSHMINIA, PS KHOSALPUR, MS DURGAPUR, PS SHAMPUR LILKHUTIA, P.S.GORADIH, MS BABUPUR, PS FAUJDARI, BLOCK- PIRPAINTI, DISTT.-BHAGALPUR",1360700.0,INR,INR,2025-02-10 07:44:14+00:00,2025-01-28T08:08:33.760000+00:00,2025-02-11T07:31:00+00:00,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",Bhagalpur,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",27214.0,2500.0,590.0
89788,NIT NO-16(GOB) BY YEAR 2024-25/6,"REPAIR WORK OF KITCHEN SHADE AT- PS NAYATOLA ANTICHAK,PS MUSLIM DHANAURA ,MS ANTICHAK,PS PASWAN TOLA DHANAURA,MS OLPURA,PS HARICHAK,MS RASALPUR,PS KAYANPUR BHUSKA ,MS NTPC HARIJANTOLA ,MS KALGIGANJ,MS AURANGABAD,PS MUSHARITTOLA PARSURAMCHAK,GMS BHOLSAR,PS DEVRI MAHESHPUR ,PS LAGMA , BLOCK- KAHALGAON, DISTT.-BHAGALPUR","REPAIR WORK OF KITCHEN SHADE AT- PS NAYATOLA ANTICHAK,PS MUSLIM DHANAURA ,MS ANTICHAK,PS PASWAN TOLA DHANAURA,MS OLPURA,PS HARICHAK,MS RASALPUR,PS KAYANPUR BHUSKA ,MS NTPC HARIJANTOLA ,MS KALGIGANJ,MS AURANGABAD,PS MUSHARITTOLA PARSURAMCHAK,GMS BHOLSAR,PS DEVRI MAHESHPUR ,PS LAGMA , BLOCK- KAHALGAON, DISTT.-BHAGALPUR",1308800.0,INR,INR,2025-02-10 08:03:53+00:00,2025-01-28T08:09:01.888000+00:00,2025-02-11T07:31:00+00:00,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",Bhagalpur,Rajkumar Sharma,DEO_Bhagalpur,"District Education Office, Bhagalpur",26176.0,2500.0,590.0
