Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount
19647,RETENDER- 05/23-24,"Health and Wellness Centre, Shivpur Logai, H.Kharagpur","Health and Wellness Centre, Shivpur Logai, H.Kharagpur",5550000.0,INR,INR,2024-03-24 08:16:49+00:00,2022-03-02T07:08:06.795000+00:00,2024-06-11T13:31:44+00:00,PAWAN KUMAR,District Engineer,"Zila Paraishad, Lakhisarai",Lakhisarai,PAWAN KUMAR,District Engineer,"Zila Paraishad, Lakhisarai",111000.0,5000.0,590.0
44659,NIT02/2023-24 group 1,ward 06 SILAO CHOWK SE NH-85 BYPASS TAK RCC NALA DHAKANBSAHIT NIRMAN KARY,ward 06 SILAO CHOWK SE NH-85 BYPASS TAK RCC NALA DHAKANBSAHIT NIRMAN KARY,2678000.0,INR,INR,2024-03-12 07:08:17+00:00,2023-10-06T05:58:19.304000+00:00,2024-09-05T08:55:57+00:00,DEEPAK KUMAR,EXECUTIVE OFFICER,EXECUTIVE OFFICER PAWAPURI,NEAR PAWAPURI JAL MANDIR,DEEPAK KUMAR,EXECUTIVE OFFICER,EXECUTIVE OFFICER PAWAPURI,54000.0,5000.0,590.0
46255,05/2023-24/GROUP 01,Detail Estimate for Counstruction of R.C.C drain from  Jayram yadav house to Birendra yadav house and chunni yadav house to main road  in Ward no-01 of Nagar Parishad Area Banka.,Detail Estimate for Counstruction of R.C.C drain from  Jayram yadav house to Birendra yadav house and chunni yadav house to main road  in Ward no-01 of Nagar Parishad Area Banka.,1219607.0,INR,INR,2024-03-01 12:30:32+00:00,2023-10-21T08:25:03.687000+00:00,2024-11-16T09:24:18+00:00,DEENANATH SINGH,Executive Officer,URBAN DEVELOPMENT & HOUSING DEPARTMENT,NAGAR PARISHAD,DEENANATH SINGH,Executive Officer,URBAN DEVELOPMENT & HOUSING DEPARTMENT,24500.0,1250.0,590.0
56439,NIT-14/2023-24 Gr.-01,"Construction of Boundary Wall & Approach Road In Chapra Nagar Nigam Landfill Site At Mauja Arna, Near Katsa Bazar, Amnaur, Saran, Chapra.","Construction of Boundary Wall & Approach Road In Chapra Nagar Nigam Landfill Site At Mauja Arna, Near Katsa Bazar, Amnaur, Saran, Chapra.",9743720.0,INR,INR,2024-03-01 05:35:21+00:00,2024-02-12T12:40:47.578000+00:00,2024-04-03T11:52:42+00:00,"Sumit Kumar, IAS","Municipal Commissioner, Chapra Nagar Nigam",Chapra Municipal Corporation,"Municipal Commissioner Office, Municipal Chowk, Chapra (Saran), 841301","Sumit Kumar, IAS","Municipal Commissioner, Chapra Nagar Nigam",Chapra Municipal Corporation,194875.0,10000.0,3540.0
56546,NIT02/SBD/2023-24/NAUGACHIA/GROUP-1,"Anti Erosion Work 2024  for the Protection of A,B,C, D noses, damaged  part between  5.00 km to 5.5 km and D/S of tail end on  Kajikoraiya-Raghopur Marginal bandh(AGENDA NO.-211/446/2024)","Anti Erosion Work 2024  for the Protection of A,B,C, D noses, damaged  part between  5.00 km to 5.5 km and D/S of tail end on  Kajikoraiya-Raghopur Marginal bandh(AGENDA NO.-211/446/2024)",106956439.0,INR,INR,2024-03-06 09:32:33+00:00,2024-02-13T06:04:56.311000+00:00,2024-05-16T06:39:00+00:00,MUKESH KUMAR,EXECUTIVE ENGINEER FCD NAUGACHIA,WATER RESOURCES DEPARTMENT,FLOOD CONTROL DIVISION NAUGACHHIA,RANBIR PRASAD,SUPERINTENDING ENGINEER,WATER RESOURCES DEPARTMENT,2070000.0,10000.0,5900.0
56867,PR 56/2024,Design & Development of Rule based Chat-boat and usage of Artificial Intelligence (AI) & Machine Learning (ML) based Application for Bihar School Examination Board.,Design & Development of Rule based Chat-boat and usage of Artificial Intelligence (AI) & Machine Learning (ML) based Application for Bihar School Examination Board.,25000000.0,INR,INR,2024-03-15 16:40:47+00:00,2024-02-15T07:30:33.746000+00:00,2024-08-21T12:31:48+00:00,Nodal Officer - Tender,"Nodal Officer- Tender , BSEB","Bihar School examination Board,Patna","Sinha Library Road,patna","Nodal Officer - Tender , BSEB",Nodal Officer - Tender,"Bihar School examination Board,Patna",100000.0,3540.0,3540.0
57403,RE NIT 07 SBD/2023-24/ ID SIKANDRA/01,Construction of Link Canal from Ch. No. 269.50( R) of LKV Left Main Canal to Ch. No. 92.00 of Manjhway Distributory.,Construction of Link Canal from Ch. No. 269.50( R) of LKV Left Main Canal to Ch. No. 92.00 of Manjhway Distributory.,21789743.0,INR,INR,2024-03-01 07:29:38+00:00,2024-02-22T10:57:44.981000+00:00,2024-03-04T15:44:55+00:00,RAVI SHEKHAR SHARMA,EE,WATER RESOURCES DEPARTMENT,"IRRIGATION DIVISION, SIKANDARA",Kumar Jyant Prasad,CE,Water Resources Department,435800.0,10000.0,3540.0
57503,NIT-63/2023-24/11,"Supplying & Installation  Furniture & Fixture Work at Simultala Awasiya Vidyalay, Simultala, Jamui (Bihar)","Supplying & Installation  Furniture & Fixture Work at Simultala Awasiya Vidyalay, Simultala, Jamui (Bihar)",209286575.0,INR,INR,2024-03-11 13:02:14+00:00,2024-02-23T09:53:41.593000+00:00,2024-03-19T11:54:15+00:00,Om Prakash,Chief Engineer,BSEIDC,"BSEIDC, Saidpur, Patna",Om Prakash,Chief Engineer,BSEIDC,3093000.0,10000.0,5900.0
57628,NIT-63/2023-24/01,"Construction of  +2 Level School Building (G + 2) At Krityanand Upgraded Senior Secondary School, Barhat, Block - Barhat, District - Jamui (Group No. - SSS 1177).","Construction of  +2 Level School Building (G + 2) At Krityanand Upgraded Senior Secondary School, Barhat, Block - Barhat, District - Jamui (Group No. - SSS 1177).",20981479.0,INR,INR,2024-03-11 12:28:58+00:00,2024-02-25T06:49:12.047000+00:00,2024-09-11T08:00:48+00:00,Om Prakash,Chief Engineer,BSEIDC,"BSEIDC, Saidpur, Patna",Om Prakash,Chief Engineer,BSEIDC,420000.0,10000.0,3540.0
57631,NIT-63/2023-24/05,"Construction of  +2 Level School Building (G + 2) At Rajkeeykrit +2 High School Kursakanta, Block - Kursakanta, District - Araria (Group No. - SSS 1017).","Construction of  +2 Level School Building (G + 2) At Rajkeeykrit +2 High School Kursakanta, Block - Kursakanta, District - Araria (Group No. - SSS 1017).",21404344.0,INR,INR,2024-03-11 12:49:05+00:00,2024-02-25T06:58:47.689000+00:00,2024-09-13T09:53:51+00:00,Om Prakash,Chief Engineer,BSEIDC,"BSEIDC, Saidpur, Patna",Om Prakash,Chief Engineer,BSEIDC,429000.0,10000.0,3540.0
