object_id,Immediate Measures_tenders_awarded_value
10-205-01059,27430314.0
10-206-01068,60309500.0
10-207-01089,31888866.0
10-208-01109,15961233.0
10-208-01110,1357000.0
10-211-01135,27656835.0
10-212-01143,3510249.0
10-213-01161,6426500.0
10-214-01179,14240644.0
10-215-01184,32365676.0
10-215-01189,16925405.0
10-216-01209,189802025.0
10-217-01223,1598558.0
10-217-01224,72901358.0
10-218-01230,12481934.0
10-219-01262,34454892.0
10-222-01314,30225418.0
10-223-01322,14182618.0
10-224-01339,33435488.0
10-224-01342,116649437.0
10-226-01358,12189442.0
10-227-01368,7165900.0
10-230-01403,40472350.0
10-230-01417,5221200.0
10-232-01441,10665013.0
10-234-01471,20015194.0
10-235-01481,18080300.0
10-235-01482,20605951.0
10-236-01489,15608453.0
10-236-01494,9790033.0
10-236-01504,30903407.0
10-239-01535,1248980.0
