object_id,Immediate Measures_tenders_awarded_value
10-205-01060,2243511.0
10-206-01065,11080776.0
10-208-01109,2779437.0
10-209-01116,173774592.0
10-212-01151,20702414.0
10-214-01171,4263516.0
10-214-01173,2885052.0
10-214-01177,5756257.0
10-218-01230,25408856.0
10-219-01248,61536076.0
10-219-01255,19088098.0
10-219-01258,1061958.0
10-219-01265,9845744.0
10-223-01323,23591034.0
10-226-01362,8552500.0
10-227-01368,4690200.0
10-228-01374,3134200.0
10-229-01382,2422376.0
10-229-01383,6494093.0
10-229-01391,21026464.0
10-229-01393,3340830.0
10-230-01407,2253500.0
10-239-01536,20456685.0
10-240-01542,8977169.0
