gp_code,village_code,sub_district_code,sub_district_name,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
95134,227293,1189,bahadurpur,715,3,2,520,31
95950,230185,1218,pach_deuri,97,3,3,4,5
97241,220354,1092,bisfi,400,4,2,400,50
100236,236477,1287,khanpur,260,3,2,210,0
96081,259005,1530,jhajha,415,4,2,60,45
101857,234700,1269,paterhi_belsar,68,2,3,25,23
97922,228350,1201,paroo,143,4,2,66,32
97262,220750,1098,ghoghardiha,567,4,2,425,0
98318,258120,1520,hisua,712,4,3,53,5
101348,232008,1238,hussainganj,498,3,4,100,197
95703,255459,1496,paraiya,275,4,4,200,100
94599,904188,1329,narayanpur,1,2,4,1,1
96365,249469,1449,mohania,2000,4,2,23,30
96528,224447,1144,hasanganj,28,3,2,20,5
95557,256934,1506,tan_kuppa,471,4,2,0,156
98763,217232,1026,sikta,564,3,2,560,50
98763,217234,1026,sikta,1320,3,2,1000,200
98763,217233,1026,sikta,2671,3,2,325,10
96090,258982,1530,jhajha,270,4,2,0,0
100467,237001,1296,vidyapati_nagar,2700,4,3,2100,2100
95998,230779,1222,uchkagaon,232,4,2,185,25
95998,230783,1222,uchkagaon,809,4,2,809,15
95140,227373,1189,bahadurpur,626,4,2,626,12
95140,227374,1189,bahadurpur,198,4,2,147,7
95140,227360,1189,bahadurpur,312,4,2,165,50
94561,239962,1342,goradih,202,3,2,200,5
94918,246683,1421,shahpur,1,5,4,0,0
96318,249636,1451,chand,105,4,2,80,10
95575,255387,1495,gaya_town_c-d-block,1000,4,2,100,0
101670,234923,1271,bhagwanpur,648,4,2,470,0
101676,234926,1271,bhagwanpur,11200,4,2,90,20
101676,234934,1271,bhagwanpur,1900,3,2,100,10
101676,234925,1271,bhagwanpur,7000,4,4,80,80
101676,234927,1271,bhagwanpur,50,4,2,50,2
95777,231244,1228,baikunthpur,0,5,4,0,0
95441,255844,1499,amas,2926,2,2,98,0
95809,231031,1226,barauli,200,3,2,200,0
94617,239440,1339,nathnagar,60,4,2,0,5
100650,233081,1251,ishupur,74,3,2,10,2
95231,226991,1184,darbhanga,350,3,2,70,70
99396,218557,1054,phenhara,1240,4,2,650,50
96005,230786,1222,uchkagaon,1999,2,3,0,55
96528,224451,1144,hasanganj,300,4,2,294,10
95703,255461,1496,paraiya,1106,3,2,200,200
95832,230098,1217,bhorey,132,3,4,102,10
94607,904189,1329,narayanpur,3068,4,3,3068,0
98794,246343,1414,bakhtiarpur,1129,4,4,512,253
97930,228212,1201,paroo,2562,1,4,0,0
99399,218559,1054,phenhara,1626,4,3,426,169
99399,218556,1054,phenhara,875,4,3,525,225
99399,218562,1054,phenhara,729,4,3,102,0
96142,259198,1533,sono,90,3,2,0,0
96079,258898,1530,jhajha,500,4,2,200,80
95929,230993,1225,manjha,418,4,2,200,40
96338,249227,1448,kudra,104,3,2,100,10
101674,234868,1271,bhagwanpur,5000,4,3,0,0
95135,227432,1189,bahadurpur,800,4,2,800,0
101858,234730,1269,paterhi_belsar,1100,3,2,695,200
98515,216076,1013,sidhaw,0,5,4,0,0
94599,904193,1329,narayanpur,1,5,4,0,0
98478,216882,1019,bagaha,450,4,2,50,15
95230,227047,1184,darbhanga,750,4,3,180,70
97718,229228,1209,gaighat,460,3,2,95,0
96085,258870,1530,jhajha,53,4,2,36,38
95449,255796,1499,amas,40,3,2,20,10
96024,259560,1534,chakai,300,4,2,20,20
95998,230781,1222,uchkagaon,268,3,2,75,8
94606,238848,1329,narayanpur,4282,4,3,350,20
95999,230757,1222,uchkagaon,488,4,3,488,0
95697,255105,1491,neem_chak_bathani,110,4,2,100,0
96386,248953,1446,ramgarh,75,4,2,75,8
101751,235737,1278,hajipur,740,3,2,0,0
100924,218900,1062,tariani_chowk,1000,4,2,30,0
95890,229834,1215,katiya,115,4,2,93,7
95927,230358,1219,kuchaikote,160,3,2,135,10
95927,230407,1219,kuchaikote,255,3,2,250,20
95927,230418,1219,kuchaikote,349,3,2,349,150
95927,230410,1219,kuchaikote,105,3,2,100,20
96942,243739,1370,ramgarh_chowk,142,2,2,106,0
101875,235124,1274,patepur,509,4,2,500,45
94347,238109,1314,begusarai,1570,4,2,1500,12
101856,234736,1269,paterhi_belsar,309,4,2,205,42
101704,235860,1280,bidupur,250,3,4,130,0
97831,228842,1205,minapur,600,4,3,50,0
99397,218547,1054,phenhara,815,4,4,700,200
99397,218546,1054,phenhara,640,4,4,600,325
99397,218548,1054,phenhara,660,4,4,600,300
95475,257385,1510,barachatti,293,4,2,226,4
94620,239471,1339,nathnagar,1,5,4,0,0
96152,259216,1533,sono,160,3,4,40,20
96152,259219,1533,sono,250,3,4,20,6
96152,259193,1533,sono,200,3,2,20,5
94159,241847,1353,chanan,20,4,4,3,18
94665,904227,1333,rangra_chowk,100,4,2,90,40
94602,904185,1329,narayanpur,1650,4,3,500,0
96024,259555,1534,chakai,200,4,4,0,0
96420,225209,1148,azamnagar,65,4,2,60,10
98500,216147,1013,sidhaw,500,3,2,0,50
94599,238846,1329,narayanpur,1275,5,4,12,0
101794,235437,1276,jandaha,886,4,4,450,350
101794,235438,1276,jandaha,502,4,4,350,230
101725,236013,1281,desri,0,5,4,0,0
95638,254619,1487,konch,165,4,2,55,12
98516,216121,1013,sidhaw,412,4,2,400,0
96355,249413,1449,mohania,0,2,4,0,0
96355,249426,1449,mohania,0,5,4,0,0
95001,248303,1441,buxar,0,5,4,0,0
96065,258663,1527,jamui,636,4,3,50,100
96065,258682,1527,jamui,670,4,3,200,50
94607,238849,1329,narayanpur,1,3,3,0,0
96154,259291,1533,sono,20,4,2,0,12
101728,236002,1281,desri,1900,4,2,4,3
101169,219068,1066,sonbarsa,45,4,2,40,10
95649,254669,1487,konch,2789,4,2,65,0
101921,235508,1277,raja_pakar,550,4,2,70,80
96386,248962,1446,ramgarh,225,4,2,225,32
101751,235735,1278,hajipur,302,3,2,0,0
99396,218561,1054,phenhara,210,4,4,175,200
94606,238850,1329,narayanpur,2,5,4,0,0
96143,259221,1533,sono,2000,4,2,100,1000
99090,245378,1402,phulwari,925,4,2,120,20
94600,904190,1329,narayanpur,6732,4,3,65,0
101213,232387,1243,andar,387,3,2,385,25
98864,245641,1405,bikram,1000,3,2,450,0
95950,230197,1218,pach_deuri,312,4,2,300,10
100784,233581,1257,revelganj,75,2,2,50,0
97923,228232,1201,paroo,1088,4,2,1080,8
96032,260017,1534,chakai,200,4,3,200,100
96032,260019,1534,chakai,100,4,3,50,100
101854,234694,1269,paterhi_belsar,358,4,4,358,112
101782,235417,1276,jandaha,400,4,2,30,25
101782,235423,1276,jandaha,200,4,2,1,10
96084,258951,1530,jhajha,118,4,2,82,12
95988,230797,1223,thawe,9760,4,2,70,10
96024,259919,1534,chakai,0,4,4,0,0
101460,231399,1230,siwan,456,3,2,352,0
95230,227033,1184,darbhanga,0,5,4,0,0
101158,219059,1066,sonbarsa,371,4,4,200,10
97942,228234,1201,paroo,1125,4,2,605,8
98823,246378,1416,belchhi,539,4,2,505,76
99277,218340,1048,kalyanpur,325,4,2,273,0
96005,230776,1222,uchkagaon,805,4,2,15,2
97831,228803,1205,minapur,350,4,3,60,0
99241,217782,1038,ghorasahan,1540,4,3,53,0
95487,254916,1489,belaganj,35,4,2,0,0
95234,227003,1184,darbhanga,6,4,4,2,2
101751,235734,1278,hajipur,1457,3,2,50,0
95518,256440,1504,dobhi,909,2,2,0,370
101484,221023,1102,basantpur,251,4,2,150,12
94619,239447,1339,nathnagar,203,3,2,200,0
98795,246337,1414,bakhtiarpur,801,4,2,100,5
101484,221027,1102,basantpur,496,4,2,250,6
95883,230623,1221,hathua,96,4,3,94,0
95883,230641,1221,hathua,114,4,3,112,0
96142,259202,1533,sono,1,3,4,0,0
99085,245336,1402,phulwari,5204,4,2,8,2
98777,217033,1023,thakrahan,138,4,2,0,124
98302,257906,1518,gobindpur,67,3,2,10,67
101389,232137,1240,mairwa,85,3,3,0,0
96085,258874,1530,jhajha,33,3,2,0,27
97366,220830,1099,lakhnaur,1015,3,2,530,680
98765,217230,1026,sikta,642,3,2,436,52
95294,227553,1191,hayaghat,2820,3,2,2800,5
96355,249476,1449,mohania,0,2,4,0,0
98822,246380,1416,belchhi,0,5,2,0,0
94675,239343,1338,sabour,3600,4,2,2400,3200
94621,239574,1339,nathnagar,346,2,4,125,15
95950,230196,1218,pach_deuri,43,4,2,4,0
98627,216782,1018,lauriya,600,4,2,200,0
96616,225524,1152,mansahi,4892,4,3,56,2
97588,242962,1360,kharagpur,190,3,2,100,20
97588,243001,1360,kharagpur,0,1,4,0,0
97588,243005,1360,kharagpur,178,3,2,50,25
97588,243002,1360,kharagpur,187,3,2,60,10
97588,242978,1360,kharagpur,150,3,2,50,20
97588,243006,1360,kharagpur,764,3,2,665,20
95880,230632,1221,hathua,400,4,3,21,21
94696,239782,1341,shahkund,0,5,4,0,0
95640,254547,1487,konch,2200,4,2,80,8
95134,227366,1189,bahadurpur,3,3,2,0,0
97812,228538,1203,marwan,324,4,2,301,87
97812,228547,1203,marwan,136,4,2,118,18
95708,255450,1496,paraiya,376,4,2,376,18
97812,228533,1203,marwan,119,4,2,99,15
97812,228536,1203,marwan,361,4,2,335,63
97812,228549,1203,marwan,82,4,2,80,25
96081,258958,1530,jhajha,293,4,2,80,50
101774,235386,1276,jandaha,420,4,2,400,5
101723,236008,1281,desri,9400,3,2,500,100
95001,248279,1441,buxar,0,5,4,0,0
96154,259272,1533,sono,165,4,2,140,151
95621,256011,1501,imamganj,1240,3,2,95,15
95998,230780,1222,uchkagaon,299,4,2,0,12
96195,260292,1537,kako,210,3,2,210,12
98777,217032,1023,thakrahan,164,4,2,0,55
96022,259996,1534,chakai,35,4,2,30,20
96024,259925,1534,chakai,250,4,4,0,0
96071,258660,1527,jamui,270,4,2,20,0
96071,258683,1527,jamui,172,4,3,115,0
97377,220825,1099,lakhnaur,2603,4,2,2603,900
96071,258685,1527,jamui,120,4,2,88,0
96071,258681,1527,jamui,102,4,2,30,0
96071,258659,1527,jamui,308,4,2,156,10
98625,216753,1018,lauriya,34,3,2,0,25
94604,238844,1329,narayanpur,1799,4,3,1799,65
94604,238841,1329,narayanpur,0,5,4,0,0
94604,238845,1329,narayanpur,0,5,4,0,0
97823,228765,1205,minapur,198,4,3,148,0
95950,230194,1218,pach_deuri,240,3,2,4,1
96369,249465,1449,mohania,0,5,4,0,0
96360,249495,1449,mohania,100,4,2,100,0
99398,218555,1054,phenhara,505,3,2,0,300
98302,257905,1518,gobindpur,85,3,2,10,58
96528,224422,1144,hasanganj,318,4,2,310,8
100829,244080,1377,ariari,2700,4,2,80,0
100829,244082,1377,ariari,4500,4,2,150,0
98515,216112,1013,sidhaw,448,4,2,30,160
98515,216115,1013,sidhaw,334,4,2,30,50
95938,231000,1225,manjha,150,3,2,100,0
95938,230929,1225,manjha,200,4,2,150,0
101779,235469,1276,jandaha,1250,2,2,5,10
99123,217526,1032,adapur,720,4,2,560,0
98777,217029,1023,thakrahan,134,4,2,0,0
101944,234683,1268,vaishali,2684,2,2,50,10
94131,241510,1352,belhar,314,4,2,210,43
94129,241511,1352,belhar,675,4,2,455,53
94129,241502,1352,belhar,151,3,2,25,0
94129,241517,1352,belhar,0,5,4,0,0
94129,241513,1352,belhar,68,4,2,40,0
94129,241501,1352,belhar,106,4,2,50,0
94129,241512,1352,belhar,277,4,2,150,0
94129,241518,1352,belhar,224,4,2,195,0
94129,241516,1352,belhar,0,5,4,0,0
94129,241514,1352,belhar,0,5,4,0,0
95609,256067,1501,imamganj,500,4,2,200,10
95949,230208,1218,pach_deuri,55,3,2,50,0
95949,230256,1218,pach_deuri,220,4,2,200,0
95949,230255,1218,pach_deuri,120,4,2,2,0
96024,259916,1534,chakai,300,4,2,150,200
96078,258902,1530,jhajha,350,4,2,350,0
98874,246244,1412,daniawan,651,4,3,300,10
93961,254223,1484,kutumba,250,3,2,64,0
101340,232183,1241,guthani,900,1,2,30,80
98613,216804,1018,lauriya,626,3,2,427,30
98793,246304,1414,bakhtiarpur,1527,4,2,806,269
98793,246302,1414,bakhtiarpur,406,4,2,380,182
98793,246305,1414,bakhtiarpur,1158,4,2,908,82
101688,235919,1280,bidupur,975,4,2,123,23
95419,226821,1182,singhwara,1080,4,2,850,8
96032,259998,1534,chakai,200,4,3,200,50
101858,234723,1269,paterhi_belsar,600,3,2,535,100
95475,257386,1510,barachatti,226,4,2,206,4
95140,227363,1189,bahadurpur,548,4,2,207,5
96067,258689,1527,jamui,298,4,2,278,0
101645,221451,1111,tribeniganj,4174,4,3,2332,968
101775,235446,1276,jandaha,506,4,2,506,0
101775,235388,1276,jandaha,752,4,2,750,55
96154,259273,1533,sono,416,4,2,200,281
94988,248319,1441,buxar,1664,3,2,450,125
96024,259911,1534,chakai,0,5,4,0,0
94018,253352,1480,obra,481,4,2,298,105
95744,254686,1488,tikari,1134,4,1,150,100
96088,258936,1530,jhajha,600,4,2,300,180
98936,246148,1411,fatwah,600,4,2,500,0
98311,258095,1520,hisua,205,4,2,10,185
98311,258102,1520,hisua,300,4,2,200,75
98311,258101,1520,hisua,252,3,2,206,123
96525,224326,1142,falka,831,3,2,645,165
95835,230002,1216,bijaipur,258,1,2,30,5
98311,258097,1520,hisua,1402,4,2,125,0
98311,258100,1520,hisua,1623,4,2,128,12
95996,230732,1222,uchkagaon,7500,3,2,3000,10
98327,257740,1516,kawakol,150,2,4,75,68
101746,235629,1278,hajipur,50,2,2,50,2
94561,239994,1342,goradih,117,3,2,100,0
95411,226845,1182,singhwara,333,4,2,277,0
95423,226827,1182,singhwara,2375,4,3,1976,0
95414,226778,1182,singhwara,465,4,2,418,0
97621,243322,1364,sangrampur,80,4,2,23,0
97621,243296,1364,sangrampur,256,4,2,256,0
97621,243278,1364,sangrampur,345,4,2,340,0
97621,243279,1364,sangrampur,378,4,2,278,0
96369,249399,1449,mohania,0,5,4,0,0
96318,249634,1451,chand,160,4,2,52,12
98820,246391,1416,belchhi,1500,4,2,296,5
99323,218352,1049,kotwa,376,3,2,357,60
95950,230195,1218,pach_deuri,36,3,3,35,4
96024,259564,1534,chakai,0,5,4,0,0
95491,254895,1489,belaganj,204,4,1,188,18
95814,231106,1226,barauli,1938,4,2,1,146
101484,221022,1102,basantpur,62,4,2,40,0
95999,230726,1222,uchkagaon,530,4,3,260,0
96085,258879,1530,jhajha,47,4,2,35,25
101861,234703,1269,paterhi_belsar,936,3,2,52,16
95518,256412,1504,dobhi,52,2,2,0,25
99090,245379,1402,phulwari,545,4,2,105,15
95897,230293,1219,kuchaikote,414,4,2,397,5
95955,230204,1218,pach_deuri,260,4,1,244,1
97252,220367,1092,bisfi,352,4,2,23,36
95955,230207,1218,pach_deuri,16,4,1,16,11
97252,220369,1092,bisfi,650,3,2,523,325
98302,257907,1518,gobindpur,284,3,2,50,1
98777,217034,1023,thakrahan,174,4,2,0,0
98627,216786,1018,lauriya,400,4,2,0,5
96024,259735,1534,chakai,200,4,2,0,0
99170,218470,1051,chakia(pipra),418,4,2,398,250
99170,218468,1051,chakia(pipra),42,4,3,38,0
99170,218471,1051,chakia(pipra),700,4,3,0,0
99170,218469,1051,chakia(pipra),112,4,4,0,0
99170,218465,1051,chakia(pipra),486,4,3,382,0
99170,218464,1051,chakia(pipra),175,4,3,150,0
99170,218466,1051,chakia(pipra),308,4,3,0,0
99170,218467,1051,chakia(pipra),65,4,3,0,0
95954,230238,1218,pach_deuri,160,3,2,150,0
95491,254875,1489,belaganj,215,4,1,188,23
101822,236133,1283,mahnar,572,4,2,264,179
101822,236135,1283,mahnar,152,5,2,0,0
94572,240159,1343,jagdishpur,670,5,2,250,50
96393,249009,1446,ramgarh,648,4,2,300,0
101349,232007,1238,hussainganj,6248,2,3,500,800
94577,240080,1343,jagdishpur,0,5,4,0,0
94318,238148,1314,begusarai,3169,3,3,3169,850
99213,217871,1040,chiraia,4307,3,2,189,45
100836,244061,1377,ariari,108,4,2,108,10
95956,230269,1218,pach_deuri,80,4,2,0,50
100423,236699,1290,tajpur,500,4,2,500,0
95949,230260,1218,pach_deuri,80,4,2,2,2
94691,239801,1341,shahkund,0,5,4,0,0
101186,219011,1064,suppi,4200,4,3,3500,50
96027,259767,1534,chakai,30,3,2,10,10
96027,259753,1534,chakai,30,3,2,5,5
101270,231756,1235,bhagwanpur_hat,784,3,2,0,40
98930,246163,1411,fatwah,300,4,2,41,23
99400,218565,1054,phenhara,650,4,3,612,12
99400,218552,1054,phenhara,380,4,3,377,0
94661,238981,1333,rangra_chowk,2071,4,2,2015,10
98930,246162,1411,fatwah,400,4,2,100,0
95992,230801,1223,thawe,650,4,4,150,0
98924,246188,1411,fatwah,15800,4,2,880,600
97079,225893,1161,madhepura,950,3,2,600,15
100423,236697,1290,tajpur,11000,3,2,11000,0
99064,246453,1418,pandarak,2000,4,2,2000,0
100423,236709,1290,tajpur,500,4,2,0,0
244382,929523,1040,chiraia,4500,3,2,2700,19
98610,217126,1024,jogapatti,447,3,2,425,58
96143,259240,1533,sono,300,5,2,0,300
97399,220021,1085,laukaha,800,4,2,0,350
97399,220023,1085,laukaha,100,4,2,0,100
95140,227362,1189,bahadurpur,152,4,2,140,7
95837,229991,1216,bijaipur,35,4,2,35,10
101855,234732,1269,paterhi_belsar,389,4,2,298,25
101105,219708,1077,pupri,1175,3,2,235,0
98613,216800,1018,lauriya,520,3,2,265,15
98302,257910,1518,gobindpur,38,3,2,37,37
98311,258096,1520,hisua,0,5,4,0,0
98765,217227,1026,sikta,366,3,2,189,174
95950,230209,1218,pach_deuri,145,4,2,125,20
100465,236975,1296,vidyapati_nagar,1,4,2,1,0
99352,217927,1041,motihari,854,4,2,0,50
95422,226791,1182,singhwara,230,4,2,210,20
95949,230274,1218,pach_deuri,160,4,2,0,0
98934,246213,1411,fatwah,315,4,2,315,30
101388,232113,1240,mairwa,864,4,3,0,5
95899,230440,1219,kuchaikote,3990,3,2,500,0
95617,256122,1501,imamganj,150,3,2,60,20
99212,217885,1040,chiraia,997,4,2,980,0
94508,238913,1330,bihpur,700,4,3,100,60
94131,241466,1352,belhar,0,5,2,0,0
101208,232391,1243,andar,235,3,2,235,23
101208,232392,1243,andar,212,3,2,205,25
101861,234706,1269,paterhi_belsar,250,3,2,250,0
96024,259577,1534,chakai,100,4,2,40,0
96362,249474,1449,mohania,231,3,2,200,0
99090,245377,1402,phulwari,726,4,2,120,20
95835,230000,1216,bijaipur,904,3,2,320,11
101657,221435,1111,tribeniganj,1232,4,3,1203,300
101657,221442,1111,tribeniganj,986,4,2,913,200
101657,221443,1111,tribeniganj,374,4,2,105,105
97633,243138,1362,tarapur,449,3,3,300,22
95487,254917,1489,belaganj,150,4,2,115,0
100419,237222,1301,singhia,250,5,4,0,0
95697,255106,1491,neem_chak_bathani,900,4,2,600,0
98930,246164,1411,fatwah,0,5,1,0,0
101728,236000,1281,desri,0,5,4,0,0
101102,219709,1077,pupri,900,3,2,130,218
99123,217527,1032,adapur,460,4,2,250,0
93961,254219,1484,kutumba,255,3,2,0,0
94505,238898,1330,bihpur,1586,4,2,1500,400
94877,247305,1429,piro,600,3,2,350,200
96205,260242,1537,kako,847,4,4,65,54
95986,230810,1223,thawe,325,2,2,265,18
95986,230811,1223,thawe,325,2,3,220,3
95986,230823,1223,thawe,300,2,3,186,22
95986,230827,1223,thawe,80,3,3,80,25
95986,230809,1223,thawe,140,3,3,120,14
95986,230824,1223,thawe,120,3,3,100,10
95986,230821,1223,thawe,80,3,3,50,20
95986,230807,1223,thawe,230,3,3,220,15
95986,230819,1223,thawe,120,3,3,70,20
95986,230806,1223,thawe,250,4,3,200,30
95986,230808,1223,thawe,80,3,3,70,2
95986,230820,1223,thawe,60,3,3,60,10
95986,230822,1223,thawe,50,3,3,40,10
95986,230825,1223,thawe,80,3,3,60,10
101460,231397,1230,siwan,324,4,2,284,0
101688,235868,1280,bidupur,1523,4,2,235,25
96081,258922,1530,jhajha,230,4,2,80,180
97635,243134,1362,tarapur,2780,4,2,1742,28
98027,228396,1202,saraiya,960,3,3,480,300
96356,249406,1449,mohania,0,5,4,0,0
95949,230273,1218,pach_deuri,10,5,2,0,0
97799,229569,1213,kurhani,802,4,2,500,10
97799,229577,1213,kurhani,206,4,2,200,0
95491,254894,1489,belaganj,125,4,1,88,16
95140,227361,1189,bahadurpur,625,4,2,318,5
95028,248194,1440,dumraon,225,4,2,120,60
101385,231892,1236,maharajganj,15,3,3,15,5
96098,259135,1532,khaira,523,3,2,500,150
96915,243760,1371,halsi,0,5,4,0,0
95738,254698,1488,tikari,425,3,2,425,32
96915,243748,1371,halsi,1005,4,4,853,50
96915,243758,1371,halsi,1085,4,4,500,100
96915,243754,1371,halsi,752,4,4,408,86
96915,243759,1371,halsi,500,4,4,241,100
96915,243750,1371,halsi,0,5,4,0,0
96915,243757,1371,halsi,600,4,4,356,56
95494,254863,1489,belaganj,1000,2,2,0,10
94614,239468,1339,nathnagar,2400,4,2,400,0
96037,259979,1534,chakai,250,4,2,50,80
94577,240032,1343,jagdishpur,50,4,2,0,0
101560,221406,1110,pipra,320,3,2,300,0
101560,221403,1110,pipra,540,3,2,120,80
101560,221404,1110,pipra,375,3,2,300,80
101560,221402,1110,pipra,120,3,2,80,12
101560,221400,1110,pipra,94,3,2,70,12
101560,221401,1110,pipra,1108,3,2,1108,0
101560,221405,1110,pipra,448,3,2,448,8
96362,249472,1449,mohania,414,3,2,315,0
95988,230799,1223,thawe,9690,4,4,0,0
94561,239967,1342,goradih,204,3,2,70,0
95907,230362,1219,kuchaikote,104,1,4,0,4
101774,235385,1276,jandaha,270,4,2,225,8
101746,235639,1278,hajipur,210,4,3,70,20
95909,230380,1219,kuchaikote,205,4,2,150,10
95909,230400,1219,kuchaikote,150,4,2,80,10
95909,230377,1219,kuchaikote,156,4,2,80,10
95909,230383,1219,kuchaikote,70,4,2,40,10
95909,230384,1219,kuchaikote,1206,4,2,125,10
95909,230382,1219,kuchaikote,80,4,2,80,10
95909,230381,1219,kuchaikote,100,4,2,100,15
95909,230378,1219,kuchaikote,80,4,2,80,10
98777,217030,1023,thakrahan,301,4,2,0,0
96154,259382,1533,sono,100,4,2,25,50
95419,226826,1182,singhwara,810,4,2,525,0
96078,258932,1530,jhajha,125,4,2,125,0
94577,240025,1343,jagdishpur,70,1,2,42,0
101854,234695,1269,paterhi_belsar,287,4,2,260,80
96442,225334,1148,azamnagar,250,3,2,200,0
95729,256630,1506,tan_kuppa,2310,4,2,1700,403
94022,253303,1480,obra,251,4,2,200,2
94022,253251,1480,obra,52,4,2,30,0
94022,253306,1480,obra,148,4,2,130,0
94022,253307,1480,obra,400,4,2,200,0
95878,230697,1221,hathua,172,4,2,0,18
96085,258884,1530,jhajha,24,4,2,0,20
98307,257870,1518,gobindpur,657,4,2,10,8
96022,259808,1534,chakai,25,4,2,0,25
96088,258939,1530,jhajha,150,4,2,100,20
98302,257933,1518,gobindpur,118,3,2,1,1
97708,229206,1209,gaighat,621,4,2,485,196
95567,255327,1495,gaya_town_c-d-block,3800,4,2,500,400
101270,231738,1235,bhagwanpur_hat,542,4,2,220,100
95674,257229,1509,mohanpur,378,1,2,301,0
95918,230468,1219,kuchaikote,523,4,2,450,0
95918,230470,1219,kuchaikote,1225,4,2,850,0
95918,230471,1219,kuchaikote,1206,4,2,1205,0
95918,230472,1219,kuchaikote,620,4,2,620,0
95918,230478,1219,kuchaikote,120,4,2,120,0
95918,230473,1219,kuchaikote,325,4,2,260,0
95918,230474,1219,kuchaikote,1125,4,2,750,0
96633,225642,1154,sameli,75,3,2,25,0
99303,218206,1047,kesaria,1831,4,2,1506,150
95949,230259,1218,pach_deuri,200,4,2,0,0
95174,227261,1188,benipur,3289,4,2,1000,658
95028,248180,1440,dumraon,185,3,2,100,10
101645,221452,1111,tribeniganj,1812,4,3,1168,232
96484,224959,1147,barsoi,109,4,2,80,19
95174,227264,1188,benipur,3324,4,2,950,665
95638,254661,1487,konch,135,4,2,45,45
97628,243197,1362,tarapur,465,4,2,465,170
97824,228729,1205,minapur,600,4,2,600,0
97824,228727,1205,minapur,650,4,2,450,0
97824,228733,1205,minapur,650,4,2,650,0
97824,228734,1205,minapur,650,4,2,600,0
97824,228732,1205,minapur,800,4,2,600,0
97824,228730,1205,minapur,850,4,2,600,0
97824,228736,1205,minapur,750,4,2,600,0
96386,248952,1446,ramgarh,248,4,2,180,20
93695,221562,1113,forbesganj,1500,3,4,1500,0
93695,221563,1113,forbesganj,1500,3,2,1500,0
96081,258970,1530,jhajha,530,4,2,56,26
95449,255795,1499,amas,308,3,2,208,6
98824,246372,1416,belchhi,1465,4,2,1465,126
98927,246218,1411,fatwah,500,4,2,500,51
99319,218349,1049,kotwa,384,4,2,384,11
99116,217569,1032,adapur,425,4,2,205,52
95562,255316,1495,gaya_town_c-d-block,2100,4,2,120,0
96318,249635,1451,chand,235,4,2,180,10
98777,217031,1023,thakrahan,154,4,2,0,0
98302,257930,1518,gobindpur,178,3,2,177,1
101822,236137,1283,mahnar,185,5,2,0,0
95953,230229,1218,pach_deuri,320,4,2,260,0
96939,243379,1366,pipariya,150,3,4,145,20
96149,259242,1533,sono,295,4,2,70,12
95899,230469,1219,kuchaikote,3990,4,2,0,0
95707,255416,1496,paraiya,350,2,2,300,150
96530,224425,1144,hasanganj,98,4,2,40,30
94577,240039,1343,jagdishpur,50,1,2,45,0
95518,256410,1504,dobhi,127,2,2,0,90
