object_id,health_centres_count
10-203-01013,16
10-203-01014,17
10-203-01015,19
10-203-01016,15
10-203-01017,14
10-203-01018,21
10-203-01019,15
10-203-01021,14
10-203-01022,2
10-203-01023,1
10-203-01024,17
10-203-01025,11
10-203-01026,15
10-203-01027,30
10-203-01028,13
10-203-01029,8
10-203-01030,24
10-204-01031,18
10-204-01032,35
10-204-01033,30
10-204-01034,29
10-204-01035,15
10-204-01036,29
10-204-01037,20
10-204-01038,31
10-204-01039,36
10-204-01040,50
10-204-01041,53
10-204-01042,26
10-204-01043,51
10-204-01044,37
10-204-01045,35
10-204-01046,27
10-204-01047,32
10-204-01048,59
10-204-01049,27
10-204-01050,11
10-204-01051,62
10-204-01052,30
10-204-01053,25
10-204-01054,22
10-204-01055,33
10-204-01056,20
10-204-01057,27
10-205-01058,8
10-205-01059,2
10-205-01060,7
10-205-01061,7
10-205-01062,8
10-206-01063,8
10-206-01064,6
10-206-01065,3
10-206-01066,11
10-206-01067,21
10-206-01068,18
10-206-01069,9
10-206-01070,6
10-206-01071,8
10-206-01072,9
10-206-01073,7
10-206-01074,7
10-206-01075,10
10-206-01076,4
10-206-01077,9
10-206-01078,12
10-206-01079,10
10-207-01080,20
10-207-01082,1
10-207-01083,4
10-207-01084,3
10-207-01085,17
10-207-01086,12
10-207-01087,14
10-207-01088,18
10-207-01089,1
10-207-01090,8
10-207-01091,10
10-207-01092,7
10-207-01093,9
10-207-01094,14
10-207-01095,9
10-207-01096,22
10-207-01097,9
10-207-01098,20
10-207-01099,14
10-207-01100,31
10-208-01101,6
10-208-01102,11
10-208-01103,14
10-208-01104,7
10-208-01105,3
10-208-01106,14
10-208-01107,3
10-208-01109,34
10-208-01110,25
10-208-01111,9
10-209-01112,16
10-209-01113,42
10-209-01114,20
10-209-01115,18
10-209-01116,27
10-209-01117,19
10-209-01118,18
10-209-01119,16
10-209-01120,40
10-210-01121,5
10-210-01122,15
10-210-01123,34
10-210-01124,34
10-210-01125,31
10-210-01126,35
10-210-01127,27
10-211-01128,12
10-211-01129,29
10-211-01130,19
10-211-01131,25
10-211-01132,20
10-211-01133,25
10-211-01134,19
10-211-01135,10
10-211-01136,6
10-211-01137,12
10-211-01138,14
10-211-01139,14
10-211-01140,36
10-211-01141,17
10-212-01142,21
10-212-01143,26
10-212-01144,12
10-212-01145,25
10-212-01146,21
10-212-01147,61
10-212-01148,27
10-212-01149,17
10-212-01150,12
10-212-01151,25
10-212-01152,8
10-212-01153,30
10-212-01154,9
10-212-01155,5
10-212-01156,24
10-212-01157,32
10-213-01158,8
10-213-01159,7
10-213-01160,11
10-213-01161,18
10-213-01162,5
10-213-01163,7
10-213-01164,10
10-213-01165,6
10-213-01166,10
10-213-01167,57
10-213-01168,1
10-213-01169,4
10-213-01170,8
10-214-01171,15
10-214-01172,17
10-214-01173,30
10-214-01174,22
10-214-01175,39
10-214-01176,17
10-214-01177,25
10-214-01178,32
10-214-01179,19
10-214-01180,12
10-215-01181,20
10-215-01182,25
10-215-01183,26
10-215-01184,28
10-215-01185,21
10-215-01186,15
10-215-01187,18
10-215-01188,15
10-215-01189,23
10-215-01190,19
10-215-01191,16
10-215-01192,23
10-215-01193,27
10-215-01194,7
10-215-01195,5
10-215-01196,15
10-215-01197,15
10-215-01198,6
10-216-01199,8
10-216-01200,19
10-216-01201,23
10-216-01202,21
10-216-01203,14
10-216-01204,9
10-216-01205,30
10-216-01206,18
10-216-01207,7
10-216-01208,28
10-216-01209,4
10-216-01210,17
10-216-01211,7
10-216-01212,47
10-216-01213,25
10-216-01214,9
10-217-01215,10
10-217-01216,16
10-217-01217,21
10-217-01218,7
10-217-01219,29
10-217-01220,14
10-217-01221,23
10-217-01222,17
10-217-01223,10
10-217-01224,23
10-217-01225,4
10-217-01226,21
10-217-01227,10
10-217-01228,18
10-218-01229,9
10-218-01230,5
10-218-01231,32
10-218-01232,4
10-218-01233,4
10-218-01234,9
10-218-01235,12
10-218-01236,12
10-218-01237,4
10-218-01238,12
10-218-01239,9
10-218-01240,2
10-218-01241,23
10-218-01242,4
10-218-01243,4
10-218-01244,15
10-218-01245,4
10-218-01246,7
10-218-01247,12
10-219-01248,14
10-219-01249,7
10-219-01250,7
10-219-01251,11
10-219-01252,30
10-219-01253,10
10-219-01254,4
10-219-01255,5
10-219-01256,4
10-219-01257,13
10-219-01258,33
10-219-01259,7
10-219-01260,25
10-219-01261,24
10-219-01262,1
10-219-01263,2
10-219-01264,6
10-219-01265,6
10-219-01266,12
10-219-01267,6
10-220-01268,17
10-220-01269,12
10-220-01270,8
10-220-01271,17
10-220-01272,15
10-220-01273,14
10-220-01274,15
10-220-01275,11
10-220-01276,3
10-220-01277,5
10-220-01278,26
10-220-01279,40
10-220-01280,23
10-220-01281,9
10-220-01282,12
10-220-01283,18
10-221-01284,34
10-221-01285,27
10-221-01286,18
10-221-01287,13
10-221-01288,29
10-221-01289,13
10-221-01290,17
10-221-01291,14
10-221-01292,19
10-221-01293,11
10-221-01294,27
10-221-01295,18
10-221-01296,8
10-221-01297,20
10-221-01298,21
10-221-01299,30
10-221-01300,20
10-221-01301,24
10-221-01302,12
10-221-01303,10
10-222-01304,12
10-222-01305,19
10-222-01306,8
10-222-01307,6
10-222-01308,15
10-222-01309,6
10-222-01310,36
10-222-01311,33
10-222-01312,23
10-222-01313,9
10-222-01314,31
10-222-01315,6
10-222-01316,6
10-222-01317,10
10-222-01318,26
10-222-01319,19
10-222-01320,22
10-222-01321,1
10-223-01322,30
10-223-01323,44
10-223-01324,16
10-223-01325,22
10-223-01326,25
10-223-01327,33
10-223-01328,55
10-224-01329,14
10-224-01330,19
10-224-01331,17
10-224-01332,26
10-224-01333,8
10-224-01334,23
10-224-01335,48
10-224-01336,37
10-224-01337,6
10-224-01338,20
10-224-01339,24
10-224-01340,29
10-224-01341,28
10-224-01342,11
10-224-01343,33
10-224-01344,27
10-225-01345,21
10-225-01346,27
10-225-01347,30
10-225-01348,29
10-225-01349,23
10-225-01350,12
10-225-01351,20
10-225-01352,22
10-225-01353,24
10-225-01354,29
10-225-01355,30
10-226-01356,22
10-226-01357,18
10-226-01358,24
10-226-01359,25
10-226-01360,33
10-226-01361,18
10-226-01362,21
10-226-01363,13
10-226-01364,21
10-227-01365,33
10-227-01366,19
10-227-01367,37
10-227-01368,21
10-227-01369,2
10-227-01370,18
10-227-01371,21
10-228-01372,18
