object_id,school_count
10-203-01013,299
10-203-01014,253
10-203-01015,197
10-203-01016,175
10-203-01017,302
10-203-01018,181
10-203-01019,318
10-203-01021,119
10-203-01022,56
10-203-01023,38
10-203-01024,210
10-203-01025,250
10-203-01026,167
10-203-01027,246
10-203-01028,148
10-203-01029,177
10-203-01030,193
10-204-01031,188
10-204-01032,139
10-204-01033,162
10-204-01034,186
10-204-01035,118
10-204-01036,120
10-204-01037,74
10-204-01038,130
10-204-01039,251
10-204-01040,171
10-204-01041,268
10-204-01042,166
10-204-01043,178
10-204-01044,145
10-204-01045,167
10-204-01046,128
10-204-01047,164
10-204-01048,300
10-204-01049,171
10-204-01050,52
10-204-01051,240
10-204-01052,98
10-204-01053,129
10-204-01054,65
10-204-01055,123
10-204-01056,67
10-204-01057,141
10-205-01058,75
10-205-01059,98
10-205-01060,127
10-205-01061,82
10-205-01062,136
10-206-01063,118
10-206-01064,79
10-206-01065,73
10-206-01066,173
10-206-01067,222
10-206-01068,164
10-206-01069,192
10-206-01070,137
10-206-01071,62
10-206-01072,115
10-206-01073,334
10-206-01074,408
10-206-01075,174
10-206-01076,73
10-206-01077,170
10-206-01078,143
10-206-01079,101
10-207-01080,113
10-207-01081,152
10-207-01082,148
10-207-01083,136
10-207-01084,166
10-207-01085,203
10-207-01086,172
10-207-01087,155
10-207-01088,198
10-207-01089,130
10-207-01090,90
10-207-01091,256
10-207-01092,235
10-207-01093,291
10-207-01094,222
10-207-01095,220
10-207-01096,205
10-207-01097,188
10-207-01098,179
10-207-01099,150
10-207-01100,238
10-208-01101,91
10-208-01102,143
10-208-01103,203
10-208-01104,102
10-208-01105,216
10-208-01106,160
10-208-01107,170
10-208-01108,143
10-208-01109,327
10-208-01110,153
10-208-01111,307
10-209-01112,285
10-209-01113,410
10-209-01114,193
10-209-01115,368
10-209-01116,497
10-209-01117,157
10-209-01118,169
10-209-01119,251
10-209-01120,354
10-210-01121,186
10-210-01122,216
10-210-01123,317
10-210-01124,298
10-210-01125,332
10-210-01126,373
10-210-01127,223
10-211-01128,315
10-211-01129,173
10-211-01130,134
10-211-01131,193
10-211-01132,234
10-211-01133,190
10-211-01134,367
10-211-01135,165
10-211-01136,98
10-211-01137,79
10-211-01138,232
10-211-01139,206
10-211-01140,88
10-211-01141,183
10-212-01142,112
10-212-01143,253
10-212-01144,54
10-212-01145,299
10-212-01146,145
10-212-01147,262
10-212-01148,286
10-212-01149,134
10-212-01150,81
10-212-01151,231
10-212-01152,72
10-212-01153,249
10-212-01154,76
10-212-01155,78
10-212-01156,144
10-212-01157,118
10-213-01158,121
10-213-01159,105
10-213-01160,93
10-213-01161,286
10-213-01162,105
10-213-01163,226
10-213-01164,205
10-213-01165,123
10-213-01166,121
10-213-01167,144
10-213-01168,93
10-213-01169,147
10-213-01170,130
10-214-01171,146
10-214-01172,138
10-214-01173,179
10-214-01174,329
10-214-01175,194
10-214-01176,108
10-214-01177,205
10-214-01178,251
10-214-01179,111
10-214-01180,75
10-215-01181,212
10-215-01182,205
10-215-01183,213
10-215-01184,391
10-215-01185,193
10-215-01186,131
10-215-01187,132
10-215-01188,238
10-215-01189,281
10-215-01190,135
10-215-01191,142
10-215-01192,233
10-215-01193,141
10-215-01194,120
10-215-01195,70
10-215-01196,118
10-215-01197,116
10-215-01198,83
10-216-01199,214
10-216-01200,313
10-216-01201,348
10-216-01202,321
10-216-01203,118
10-216-01204,125
10-216-01205,267
10-216-01206,228
10-216-01207,238
10-216-01208,176
10-216-01209,244
10-216-01210,106
10-216-01211,79
10-216-01212,554
10-216-01213,262
10-216-01214,249
10-217-01215,126
10-217-01216,127
10-217-01217,185
10-217-01218,116
10-217-01219,319
10-217-01220,148
10-217-01221,223
10-217-01222,166
10-217-01223,101
10-217-01224,202
10-217-01225,170
10-217-01226,179
10-217-01227,106
10-217-01228,197
10-218-01229,75
10-218-01230,245
10-218-01231,279
10-218-01232,237
10-218-01233,120
10-218-01234,88
10-218-01235,220
10-218-01236,183
10-218-01237,224
10-218-01238,140
10-218-01239,163
10-218-01240,118
10-218-01241,121
10-218-01242,187
10-218-01243,137
10-218-01244,162
10-218-01245,116
10-218-01246,174
10-218-01247,124
10-219-01248,171
10-219-01249,104
10-219-01250,115
10-219-01251,115
10-219-01252,197
10-219-01253,84
10-219-01254,182
10-219-01255,243
10-219-01256,141
10-219-01257,123
10-219-01258,303
10-219-01259,99
10-219-01260,185
10-219-01261,174
10-219-01262,110
10-219-01263,137
10-219-01264,210
10-219-01265,202
10-219-01266,125
10-219-01267,211
10-220-01268,151
10-220-01269,20
10-220-01270,236
10-220-01271,170
10-220-01272,144
10-220-01273,86
10-220-01274,227
10-220-01275,192
10-220-01276,239
10-220-01277,124
10-220-01278,344
10-220-01279,167
10-220-01280,227
10-220-01281,69
10-220-01282,98
10-220-01283,122
10-221-01284,252
10-221-01285,168
10-221-01286,148
10-221-01287,157
10-221-01288,253
10-221-01289,124
10-221-01290,126
10-221-01291,153
10-221-01292,158
10-221-01293,96
10-221-01294,162
10-221-01295,198
10-221-01296,119
10-221-01297,154
10-221-01298,237
10-221-01299,225
10-221-01300,169
10-221-01301,177
10-221-01302,157
10-221-01303,110
10-222-01304,79
10-222-01305,121
10-222-01306,69
10-222-01307,117
10-222-01308,155
10-222-01309,70
10-222-01310,147
10-222-01311,178
10-222-01312,162
10-222-01313,60
10-222-01314,383
10-222-01315,61
10-222-01316,93
10-222-01317,50
10-222-01318,127
10-222-01319,138
10-222-01320,115
10-222-01321,18
10-223-01322,208
10-223-01323,296
10-223-01324,57
10-223-01325,136
10-223-01326,146
10-223-01327,251
10-223-01328,162
10-224-01329,85
10-224-01330,94
10-224-01331,99
10-224-01332,127
10-224-01333,52
10-224-01334,93
10-224-01335,278
10-224-01336,361
10-224-01337,43
10-224-01338,125
10-224-01339,111
10-224-01340,208
10-224-01341,173
10-224-01342,129
10-224-01343,355
10-224-01344,178
10-225-01345,223
10-225-01346,237
10-225-01347,231
10-225-01348,253
10-225-01349,204
10-225-01350,272
10-225-01351,170
10-225-01352,193
10-225-01353,200
10-225-01354,237
10-225-01355,219
10-226-01356,281
10-226-01357,84
10-226-01358,190
10-226-01359,137
10-226-01360,245
10-226-01361,80
10-226-01362,112
10-226-01363,90
10-226-01364,122
10-227-01365,137
10-227-01366,50
10-227-01367,304
10-227-01368,208
10-227-01369,128
10-227-01370,79
10-227-01371,125
10-228-01372,130
10-228-01373,58
10-228-01374,202
10-228-01375,41
10-228-01376,68
10-228-01377,107
10-229-01378,113
10-229-01379,133
10-229-01380,174
10-229-01381,144
