object_id,road_length,timeperiod
10-203-01013,694494.8903011603,
10-203-01014,1228957.0851736253,
10-203-01015,484683.7910330201,
10-203-01016,409947.6365879144,
10-203-01017,795254.9106526076,
10-203-01018,752647.2935309449,
10-203-01019,843848.5532734817,
10-203-01021,514758.0260972574,
10-203-01022,323374.9704599075,
10-203-01023,284500.4249009035,
10-203-01024,551820.8199088791,
10-203-01025,707585.7581520603,
10-203-01026,581993.0106503835,
10-203-01027,989318.2085474874,
10-203-01028,240512.62556995224,
10-203-01029,561893.5605968612,
10-203-01030,765853.7254115226,
10-204-01031,439155.7055680616,
10-204-01032,420762.63056634,
10-204-01033,484780.7166360768,
10-204-01034,529561.830265149,
10-204-01035,638773.5266133372,
10-204-01036,470288.2152276553,
10-204-01037,442036.786795172,
10-204-01038,268478.6630138421,
10-204-01039,522535.8851626045,
10-204-01040,691475.946634301,
10-204-01041,1457253.718132122,
10-204-01042,621333.8344367823,
10-204-01043,836344.9419639991,
10-204-01044,582187.8728290859,
10-204-01045,666820.9238346268,
10-204-01046,558386.775557892,
10-204-01047,469700.9450700936,
10-204-01048,684872.3762053879,
10-204-01049,563769.1474025097,
10-204-01050,260455.2740257935,
10-204-01051,1021651.6949087792,
10-204-01052,563419.1245501236,
10-204-01053,613968.7815876041,
10-204-01054,238760.4040154407,
10-204-01055,753015.3803087743,
10-204-01056,515108.9342189137,
10-204-01057,894676.020444745,
10-205-01058,357906.1220162453,
10-205-01059,567180.1912647146,
10-205-01060,506485.0661839825,
10-205-01061,348588.8790690487,
10-205-01062,696948.2719157253,
10-206-01063,265692.1038663105,
10-206-01064,380266.8260702862,
10-206-01065,279955.9779691268,
10-206-01066,330773.69930434576,
10-206-01067,309434.57444124646,
10-206-01068,569850.4133094288,
10-206-01069,1077013.606414671,
10-206-01070,707343.1739877827,
10-206-01071,455411.8828092384,
10-206-01072,236751.65022416392,
10-206-01073,1226525.991155213,
10-206-01074,697525.0811603315,
10-206-01075,645555.4576495544,
10-206-01076,337972.73646919447,
10-206-01077,528681.9965866269,
10-206-01078,458517.0339720254,
10-206-01079,366506.2253821202,
10-207-01080,554853.3839124588,
10-207-01081,322010.88704287,
10-207-01082,609969.0859749046,
10-207-01083,363605.6256130821,
10-207-01084,349677.1549126451,
10-207-01085,455536.48628045584,
10-207-01086,489994.7747412147,
10-207-01087,737902.0819981991,
10-207-01088,850131.0536611194,
10-207-01089,569817.8281297396,
10-207-01090,328605.65075899696,
10-207-01091,1147701.5724011771,
10-207-01092,535286.7025630828,
10-207-01093,785271.3312862678,
10-207-01094,549616.8499817909,
10-207-01095,563489.5161852669,
10-207-01096,434924.4188630983,
10-207-01097,1008352.8927294654,
10-207-01098,817167.8277463113,
10-207-01099,326481.3365814036,
10-207-01100,1164496.816790854,
10-208-01101,771604.2721553016,
10-208-01102,730391.9773184165,
10-208-01103,890744.0207501058,
10-208-01104,254468.0562693052,
10-208-01105,699694.725760411,
10-208-01106,565848.005762903,
10-208-01107,673948.2685051837,
10-208-01108,617344.0395324912,
10-208-01109,989058.942257238,
10-208-01110,813199.496528009,
10-208-01111,1102009.794192813,
10-209-01112,854433.4310524515,
10-209-01113,890336.1557873877,
10-209-01114,1010134.7823021904,
10-209-01115,1151649.067817944,
10-209-01116,1547626.0126790777,
10-209-01117,341663.8211492615,
10-209-01118,626677.3270954576,
